,date,genres,name,platform,score
998,"September 25, 2007",Strategy,Galactic Assault: Prisoner of Power,PC,6.2
999,"September 25, 2007",Shooter,Halo 3 (Legendary Edition),Xbox 360,9.5
1000,"September 25, 2007",Sports,Reggie Bush Pro Football 2008,Wireless,7.2
1001,"September 25, 2007","Flight, Action",Blazing Angels 2: Secret Missions of WWII,PC,8.0
1002,"September 25, 2007",Casino,Capone Casino II,Wireless,8.0
1003,"September 25, 2007",Action,Streets of Rage 3,Wii,8.0
1004,"September 25, 2007","Action, Adventure",The Legend of Zelda: Phantom Hourglass,Nintendo DS,9.0
1005,"September 26, 2007",Puzzle,Kirby's Avalanche,Super NES,7.5
1006,"September 26, 2007",Sports,NBA '08,PlayStation 3,7.5
1007,"September 26, 2007",Puzzle,Kirby's Avalanche,Wii,7.5
1008,"September 26, 2007","Puzzle, Action",LocoRoco Cocoreccho!,PlayStation 3,6.0
1009,"September 27, 2007",Card,Go Fish!,Wireless,6.5
1010,"September 27, 2007",Puzzle,Chameleon,Nintendo DS,5.5
1011,"September 27, 2007",Sports,NBA '08,PlayStation Portable,8.4
1012,"September 27, 2007","Puzzle, Action",Geon: Emotions,Xbox 360,6.8
1013,"September 27, 2007","Puzzle, Action",Snake Mayhem 2,Wireless,7.5
1014,"September 27, 2007","Action, Compilation",Namco Museum DS,Nintendo DS,7.2
1015,"September 28, 2007",Adventure,Undercover: Operation Wintersun,PC,6.5
1016,"September 28, 2007",Action,Zoey 101: Field Trip Fiasco,Nintendo DS,3.5
1017,"September 28, 2007",Strategy,Company of Heroes: Opposing Fronts,PC,8.8
1018,"September 28, 2007",Board,Cunning Fox Backgammon,Wireless,6.0
1019,"October 1, 2007",Adventure,Anubis II,Wii,2.0
1020,"October 1, 2007",Sports,Brunswick Pro Bowling,Wii,5.5
1021,"October 1, 2007","Strategy, RPG",Final Fantasy Tactics: The War of The Lions,PlayStation Portable,9.0
1022,"October 1, 2007",Simulation,The Sims 2: Bon Voyage,PC,8.0
1023,"October 1, 2007",Strategy,CSI: Miami,Wireless,8.5
1024,"October 1, 2007",Racing,FlatOut: Ultimate Carnage,Xbox 360,8.5
1025,"October 1, 2007",Strategy,The Settlers: Rise of an Empire,PC,6.5
1026,"October 2, 2007",Sports,NBA Live 08,Xbox 360,6.9
1027,"October 2, 2007",Sports,NBA 2K8,Xbox 360,7.9
1028,"October 2, 2007",Sports,NBA 2K8,PlayStation 3,7.9
1029,"October 2, 2007",Shooter,Enemy Territory: Quake Wars,PC,8.5
1030,"October 2, 2007",Action,Chibi-Robo: Park Patrol,Nintendo DS,7.8
1031,"October 2, 2007",Shooter,Syphon Filter: Logan's Shadow,PlayStation Portable,9.5
1032,"October 2, 2007",Sports,The Sims Bowling,Wireless,7.0
1033,"October 2, 2007",Action,I Spy: Fun House,Nintendo DS,5.0
1034,"October 2, 2007",Shooter,Sin and Punishment: Successor to the Earth,Wii,9.0
1035,"October 3, 2007",Sports,NBA Live 08,PlayStation 3,6.9
1036,"October 3, 2007",Action,Dragon Blade: Wrath of Fire,Wii,5.6
1037,"October 3, 2007",Trivia,Are You Smarter Than a 5th Grader? [mobile],Wireless,7.5
1038,"October 3, 2007",Action,Hot PXL,PlayStation Portable,4.9
1039,"October 3, 2007",Puzzle,Kachinko,Wireless,7.0
1040,"October 3, 2007",Adventure,Folklore,PlayStation 3,9.0
1041,"October 3, 2007",Platformer,Super Mario Bros.: The Lost Levels,Wii,8.5
1042,"October 4, 2007","Educational, Trivia",Spelling Challenges and More!,Nintendo DS,1.5
1043,"October 4, 2007",Sports,Go! Sports Ski,PlayStation 3,2.1
1044,"October 4, 2007",Sports,NBA '08,PlayStation 2,6.0
1045,"October 4, 2007",Music,Dance Dance Revolution SuperNOVA 2,PlayStation 2,7.3
1046,"October 4, 2007",Sports,NBA Live 08,PlayStation 2,5.5
1047,"October 4, 2007",Puzzle,Tetris Splash,Xbox 360,6.0
1048,"October 4, 2007",Sports,NES Play Action Football,NES,6.0
1049,"October 4, 2007",Sports,NES Play Action Football,Wii,6.0
1050,"October 5, 2007",RPG,.hack//G.U. Vol.3: Redemption,PlayStation 2,5.5
1051,"October 5, 2007",RPG,.hack//G.U. Vol. 1: Rebirth,PlayStation 2,5.0
1052,"October 5, 2007",Puzzle,Line Rider Mobile,Wireless,8.2
1053,"October 5, 2007",Racing,NASCAR 08,PlayStation 2,5.5
1054,"October 5, 2007",Action,Delta Force,Wireless,7.0
1055,"October 5, 2007","Action, RPG",The Chosen-- Well of Souls,PC,4.5
1056,"October 5, 2007",Action,Spider-Man: Friend or Foe,PC,4.9
1057,"October 5, 2007",Action,Spider-Man: Friend or Foe,Xbox 360,4.9
1058,"October 5, 2007",Action,Spider-Man: Friend or Foe,PlayStation 2,4.9
1059,"October 5, 2007",RPG,.hack//G.U. Vol. 2: Reminisce,PlayStation 2,5.5
1060,"October 5, 2007",Shooter,Star Wars Battlefront: Renegade Squadron,PlayStation Portable,7.9
1061,"October 5, 2007",Action,Spider-Man: Friend or Foe,PlayStation Portable,4.9
1062,"October 5, 2007",Sports,NBA 2K8,PlayStation 2,7.5
1063,"October 8, 2007",Fighting,Fatal Fury,NeoGeo,7.0
1064,"October 8, 2007",Action,Diner Dash 2,Wireless,8.0
1065,"October 8, 2007",Action,Bleach: The Blade of Fate,Nintendo DS,8.5
1066,"October 8, 2007",Racing,Hot Wheels: Beat That!,Xbox 360,3.5
1067,"October 8, 2007",Racing,Project Gotham Racing 4,Xbox 360,8.1
1068,"October 8, 2007","Sports, Action",MLB Power Pros,Wii,8.4
1069,"October 8, 2007",Action,Spider-Man: Friend or Foe,Wii,4.9
1070,"October 8, 2007",Sports,Original Frisbee Disc Sports: Ultimate & Golf,Nintendo DS,2.0
1071,"October 8, 2007","Sports, Action",MLB Power Pros,PlayStation 2,8.4
1072,"October 8, 2007",Sports,Balls of Fury,Nintendo DS,6.5
1073,"October 8, 2007",Racing,Hot Wheels: Beat That!,PlayStation 2,3.3
1074,"October 8, 2007",Racing,Hot Wheels: Beat That!,Wii,3.3
1075,"October 8, 2007",Fighting,Fatal Fury,Wii,7.0
1076,"October 9, 2007",Racing,SEGA Rally Revo,Xbox 360,8.0
1077,"October 9, 2007",Shooter,Half-Life 2: Episode Two,PC,9.4
1078,"October 9, 2007",Sports,NBA Live 08,Wii,4.9
1079,"October 9, 2007",Racing,SEGA Rally Revo,PlayStation 3,8.0
1080,"October 9, 2007",Hunting,Professional Fisherman's Tour: Northern Hemisphere,Nintendo DS,4.5
1081,"October 9, 2007",Fighting,World Heroes,Wii,6.0
1082,"October 9, 2007",Shooter,Portal,PC,8.2
1083,"October 9, 2007",Shooter,Team Fortress 2,PC,8.9
1084,"October 9, 2007",Adventure,Nancy Drew: The Deadly Secret of Olde World Park,Nintendo DS,7.0
1085,"October 9, 2007",Strategy,Yu-Gi-Oh! GX Tag Force 2,PlayStation Portable,6.0
1086,"October 9, 2007",Compilation,The Orange Box,Xbox 360,9.5
1087,"October 9, 2007",Action,Looney Tunes: Duck Amuck,Nintendo DS,6.0
1088,"October 9, 2007",Racing,SEGA Rally Revo,PC,8.0
1089,"October 9, 2007","Compilation, Compilation",The Orange Box,PC,9.5
1090,"October 9, 2007",Sports,NBA Live 08,PlayStation Portable,7.3
1091,"October 10, 2007",Action,Animates,Nintendo DS,2.0
1092,"October 10, 2007",Simulation,Petz,Wireless,8.5
1093,"October 10, 2007",Sports,FIFA Soccer 08,Xbox 360,7.9
1094,"October 10, 2007",Action,Crash of the Titans,Nintendo DS,8.0
1095,"October 10, 2007",Sports,FIFA Soccer 08,PlayStation 3,7.9
1096,"October 11, 2007",Action,Heroes: The Mobile Game,Wireless,8.0
1097,"October 11, 2007",Shooter,Everyday Shooter,PlayStation 3,7.9
1098,"October 11, 2007",Action,Beautiful Katamari,Xbox 360,7.8
1099,"October 11, 2007",Racing,SEGA Rally Revo,PlayStation Portable,7.8
1100,"October 11, 2007",Action,Spider-Man: Friend or Foe,Nintendo DS,4.9
1101,"October 11, 2007",Puzzle,Puzzle Quest: Challenge of the Warlords,Xbox 360,9.0
1102,"October 11, 2007",Sports,FIFA Soccer 08,PlayStation 2,8.7
1103,"October 12, 2007",Shooter,Omega Squadron: Annihilation 3D,Wireless,7.7
1104,"October 12, 2007",Party,Holly Hobbie & Friends,Nintendo DS,4.0
1105,"October 12, 2007",Simulation,Tarr Chronicles,PC,7.0
1106,"October 12, 2007","Card, Battle",The Eye of Judgment,PlayStation 3,8.0
1107,"October 12, 2007",Card,World Series of Poker 2008: Battle for the Bracelets,PlayStation 3,7.9
1108,"October 12, 2007","Educational, Simulation",Animal Genius,Nintendo DS,6.5
1109,"October 12, 2007","Action, RPG",Neutopia II,Wii,7.5
1110,"October 12, 2007",Puzzle,Puzzle Quest: Challenge of the Warlords,PC,8.6
1111,"October 12, 2007",Sports,Turbo Jet Ski 3D,Wireless,8.0
1112,"October 12, 2007",Adventure,Neutopia II,TurboGrafx-16,7.5
1113,"October 12, 2007",Puzzle,7 Wonders of the Ancient World,Nintendo DS,6.5
1114,"October 12, 2007","Educational, Puzzle",Math Play,Nintendo DS,3.0
1115,"October 12, 2007",Card,World Series of Poker 2008: Battle for the Bracelets,PlayStation 2,7.9
1116,"October 12, 2007",Action,Garfield's Nightmare,Nintendo DS,7.0
1117,"October 12, 2007",Card,World Series of Poker 2008: Battle for the Bracelets,Xbox 360,7.9
1118,"October 15, 2007","Racing, Action",Donkey Kong Barrel Blast,Wii,4.5
1119,"October 15, 2007","Action, RPG",Loki: Heroes of Mythology,PC,6.0
1120,"October 15, 2007",RPG,Neverwinter Nights 2: Mask of the Betrayer,PC,8.5
1121,"October 15, 2007",Action,Ninja Gaiden II: The Dark Sword of Chaos,Wii,8.5
1122,"October 15, 2007",Action,Shinobi III: Return of the Ninja Master,Wii,8.0
1123,"October 15, 2007",Sports,Rockstar Games Presents Table Tennis,Wii,7.8
1124,"October 15, 2007",Educational,Flash Focus: Vision Training in Minutes a Day,Nintendo DS,5.5
1125,"October 15, 2007",Simulation,American Popstar: Road to Celebrity,Wireless,9.0
1126,"October 15, 2007",Action,Ninja Gaiden II: The Dark Sword of Chaos,NES,8.5
1127,"October 16, 2007",Platformer,The Legend of Spyro: The Eternal Night,Nintendo DS,5.5
1128,"October 16, 2007","Racing, Action",Biker Mice From Mars,Nintendo DS,3.0
1129,"October 16, 2007","Action, Adventure",Dewy's Adventure,Wii,6.8
1130,"October 16, 2007",Sports,Balls of Fury,Wii,1.2
1131,"October 16, 2007",Shooter,Every Extend Extra Extreme,Xbox 360,8.5
1132,"October 16, 2007",Action,Crash of the Titans,Wii,6.5
1133,"October 16, 2007",Action,Crash of the Titans,PlayStation 2,6.5
1134,"October 17, 2007",Action,Crash of the Titans,Xbox 360,6.5
1135,"October 17, 2007",Simulation,Thrillville: Off the Rails,PlayStation 2,7.8
1136,"October 17, 2007",Simulation,Thrillville: Off the Rails,PlayStation Portable,7.6
1137,"October 17, 2007",Adventure,Nancy Drew: Legend of the Crystal Skull,PC,7.5
1138,"October 17, 2007",Sports,Tony Hawk's Proving Ground,Nintendo DS,8.0
1139,"October 17, 2007",Simulation,Thrillville: Off the Rails,Wii,7.8
1140,"October 17, 2007",Sports,Tony Hawk's Proving Ground,Xbox 360,7.1
1141,"October 17, 2007",Sports,Tony Hawk's Proving Ground,PlayStation 3,7.1
1142,"October 17, 2007",Simulation,Thrillville: Off the Rails,Xbox 360,7.9
1143,"October 17, 2007",Simulation,Thrillville: Off the Rails,PC,7.9
1144,"October 17, 2007","Puzzle, Action",Mercury Meltdown Revolution,Wii,7.5
1145,"October 17, 2007",Strategy,Heroes of Might and Magic V: Tribes of The East,PC,7.9
1146,"October 18, 2007",Shooter,SWAT: Target Liberty,PlayStation Portable,4.5
1147,"October 18, 2007",Sports,Backyard Basketball,Nintendo DS,6.5
1148,"October 18, 2007",Sports,Backyard Football,Nintendo DS,1.5
1149,"October 18, 2007",Simulation,Thrillville: Off the Rails,Nintendo DS,4.5
1150,"October 18, 2007",Racing,Juiced 2: Hot Import Nights,PlayStation Portable,6.9
1151,"October 18, 2007",Sports,Backyard Hockey,Nintendo DS,4.0
1152,"October 19, 2007",Adventure,CSI: Crime Scene Investigation: Hard Evidence,Xbox 360,6.1
1153,"October 19, 2007",Adventure,Crayola Treasure Adventures,Nintendo DS,8.0
1154,"October 19, 2007",Racing,Super PickUps,PlayStation 2,4.5
1155,"October 19, 2007",Fighting,Guilty Gear XX Accent Core,Wii,5.9
1156,"October 19, 2007","Flight, Action",Ace Combat 6 (Game & ACE-EDGE Flightstick),Xbox 360,8.4
1157,"October 19, 2007",Fighting,Naruto: Clash of Ninja Revolution,Wii,8.4
1158,"October 19, 2007",Educational,Master Jin Jin's IQ Challenge,Nintendo DS,2.0
1159,"October 19, 2007",Adventure,CSI: Crime Scene Investigation: Hard Evidence,PC,6.1
1160,"October 19, 2007","Flight, Action",Ace Combat 6: Fires of Liberation,Xbox 360,8.4
1161,"October 22, 2007",Adventure,CSI: Crime Scene Investigation: 3 Dimensions of Murder,PlayStation 2,7.0
1162,"October 22, 2007",Adventure,Agatha Christie: Evil Under the Sun,PC,6.0
1163,"October 22, 2007",Pinball,Flipper Critters,Nintendo DS,6.5
1164,"October 22, 2007",Action,Ninja JaJaMaru-kun,Wii,5.0
1165,"October 22, 2007",Adventure,Zack & Wiki: Quest for Barbaros' Treasure,Wii,9.0
1166,"October 22, 2007","Puzzle, Adventure",Prism: Light the Way,Nintendo DS,7.0
1167,"October 22, 2007",Racing,MotoGP '07,PlayStation 2,5.5
1168,"October 22, 2007","Flight, Simulation",Microsoft Flight Simulator X: Acceleration,PC,8.2
1169,"October 22, 2007",Hunting,Fishing Master [2007],Wii,5.5
1170,"October 23, 2007",Hunting,Cabela's Trophy Bucks,PlayStation 2,5.3
1171,"October 23, 2007",Hunting,Cabela's Trophy Bucks,Xbox 360,5.1
1172,"October 23, 2007",Adventure,Touch Detective 2 1/2,Nintendo DS,6.8
1173,"October 23, 2007",Action,Ratchet & Clank Future: Tools of Destruction,PlayStation 3,9.4
1174,"October 23, 2007",Action,Conan,Xbox 360,6.7
1175,"October 23, 2007",Action,Conan,PlayStation 3,6.7
1176,"October 23, 2007",Action,Ratchet & Clank Future: Tools of Destruction,PlayStation 3,9.4
1177,"October 23, 2007",Sports,Tony Hawk's Proving Ground,Wii,4.0
1178,"October 23, 2007",Simulation,The Sims 2: Castaway,Nintendo DS,7.0
1179,"October 23, 2007",Platformer,Mega Man ZX Advent,Nintendo DS,8.0
1180,"October 23, 2007",Strategy,Age of Empires III: The Asian Dynasties,PC,8.0
1181,"October 23, 2007",Fighting,Bleach: Shattered Blade,Wii,6.3
1182,"October 23, 2007",Action,Operation: Vietnam,Nintendo DS,5.5
1183,"October 23, 2007",Sports,Tony Hawk's Proving Ground,PlayStation 2,6.9
1184,"October 23, 2007",Adventure,Phoenix Wright: Ace Attorney: Trials and Tribulations,Nintendo DS,7.7
1185,"October 24, 2007",Sports,Lunar Pool,NES,6.0
1186,"October 24, 2007",Simulation,The Sims 2: Castaway,Wii,7.5
1187,"October 24, 2007",Racing,Race Driver: Create & Race,Nintendo DS,8.2
1188,"October 24, 2007","Action, RPG",Fury League,PC,6.5
1189,"October 24, 2007",Action,Castlevania: The Dracula X Chronicles,PlayStation Portable,8.0
1190,"October 24, 2007",Puzzle,Super Collapse 3,PlayStation Portable,7.5
1191,"October 24, 2007",Simulation,The Sims 2: Castaway,PlayStation 2,7.5
1192,"October 24, 2007",Sports,Lunar Pool,Wii,6.0
1193,"October 25, 2007",Sports,World Class Baseball,Wii,5.5
1194,"October 25, 2007","Educational, Action",Cosmic Family,Wii,5.0
1195,"October 25, 2007",Platformer,Bonk 3: Bonk's Big Adventure,TurboGrafx-16,7.5
1196,"October 25, 2007",Action,The Wild West,Nintendo DS,3.5
1197,"October 25, 2007",Platformer,Bonk 3: Bonk's Big Adventure,Wii,7.5
1198,"October 25, 2007",Party,EA Playground,Wii,6.6
1199,"October 25, 2007",Action,Betty Boop Double Shift,Nintendo DS,4.5
1200,"October 25, 2007",Racing,Juiced 2: Hot Import Nights,Nintendo DS,7.0
1201,"October 25, 2007",Action,Betty Boop Double Shift,Nintendo DS,4.5
1202,"October 26, 2007",Action,Crash of the Titans,PlayStation Portable,6.3
1203,"October 26, 2007",Platformer,The Legend of Spyro: The Eternal Night,PlayStation 2,3.5
1204,"October 26, 2007",Shooter,Clive Barker's Jericho,PC,5.6
1205,"October 26, 2007",Adventure,Tomb Raider Anniversary,Xbox 360,7.6
1206,"October 26, 2007",Shooter,Clive Barker's Jericho,Xbox 360,5.6
1207,"October 26, 2007",Adventure,Bratz: Movie Starz,Wii,3.8
1208,"October 26, 2007",Party,EA Playground,Nintendo DS,7.0
1209,"October 26, 2007",Action,The Cheetah Girls: Pop Star Sensations,Nintendo DS,4.5
1210,"October 26, 2007",Action,Battlestar Galactica,Xbox 360,6.9
1211,"October 26, 2007",Shooter,Clive Barker's Jericho,PlayStation 3,5.6
1212,"October 26, 2007",Adventure,Bratz: Movie Starz,PlayStation 2,3.8
1213,"October 26, 2007",Shooter,Clive Barker's Jericho (Special Edition),Xbox 360,5.6
1214,"October 26, 2007",RPG,Growlanser: Heritage of War,PlayStation 2,6.0
1215,"October 26, 2007","Sports, Action",Speedball 2: Brutal Deluxe,Xbox 360,5.8
1216,"October 26, 2007",Virtual Pet,Paws & Claws: Best Friends -- Dogs & Cats,Nintendo DS,5.0
1217,"October 28, 2007",Music,Guitar Hero III: Legends of Rock,Xbox 360,8.9
1218,"October 28, 2007",Music,Guitar Hero III: Legends of Rock,PlayStation 3,8.9
1219,"October 29, 2007",Music,Guitar Hero III: Legends of Rock,Wii,8.6
1220,"October 29, 2007",Virtual Pet,Petz: Wild Animals -- Dolphinz,Nintendo DS,7.5
1221,"October 29, 2007",Action,Spider-Man 3,PlayStation Portable,5.3
1222,"October 29, 2007",Action,Manhunt 2,PlayStation 2,7.5
1223,"October 29, 2007",Strategy,Soul Nomad & The World Eaters,PlayStation 2,7.5
1224,"October 29, 2007",Action,Samurai Ghost,Wii,2.5
1225,"October 29, 2007",Adventure,Naruto: Rise of a Ninja,Xbox 360,8.4
1226,"October 29, 2007",Action,John Woo Presents Stranglehold,PlayStation 3,8.1
1227,"October 29, 2007",Action,The Simpsons Game,PlayStation 3,7.7
1228,"October 29, 2007",Action,Manhunt 2,Wii,7.7
1229,"October 29, 2007",Action,Manhunt 2,PlayStation Portable,7.5
1230,"October 29, 2007","Puzzle, Action",Exit,Xbox 360,7.6
1231,"October 29, 2007",Action,Crash of the Titans,Wireless,6.0
1232,"October 29, 2007",RPG,The Witcher,PC,8.5
1233,"October 29, 2007",Action,The Simpsons Game,Xbox 360,7.7
1234,"October 29, 2007",Card,Solitaire Overload,Nintendo DS,7.8
1235,"October 30, 2007",Fighting,Virtua Fighter 5 Online,Xbox 360,9.0
1236,"October 30, 2007",Shooter,TimeShift,Xbox 360,7.6
1237,"October 30, 2007",Action,Avatar: The Last Airbender -- The Burning Earth,Nintendo DS,6.5
1238,"October 30, 2007",Action,Magician Lord,Wii,6.5
1239,"October 30, 2007",Action,Magician Lord,NeoGeo,6.5
1240,"October 30, 2007",Shooter,You Are Empty,PC,2.1
1241,"October 30, 2007",Shooter,TimeShift,PC,7.6
1242,"October 30, 2007","Strategy, RPG",Disgaea: Afternoon of Darkness,PlayStation Portable,9.0
1243,"October 30, 2007",Party,Viva Piñata: Party Animals,Xbox 360,5.6
1244,"October 30, 2007",Trivia,Buzz! The Mega Quiz,PlayStation 2,8.0
1245,"October 30, 2007",Simulation,The Sims 2: Castaway,PlayStation Portable,5.9
1246,"October 31, 2007",Action,Ghouls 'N Ghosts,Wireless,8.0
1247,"October 31, 2007",Action,Battalion Wars 2,Wii,8.0
1248,"October 31, 2007",Sports,FIFA Soccer 08,PlayStation Portable,8.2
1249,"October 31, 2007",Adventure,Disney Princess: Magical Jewels,Nintendo DS,6.0
1250,"October 31, 2007",Action,Super Action Hero,Wireless,7.5
1251,"October 31, 2007",Platformer,Castlevania II: Simon's Quest,NES,7.0
1252,"October 31, 2007","Action, Adventure",Castlevania II: Simon's Quest,Wii,7.0
1253,"October 31, 2007",Strategy,Front Mission,Nintendo DS,7.8
1254,"October 31, 2007",Music,Guitar Hero III: Legends of Rock,PlayStation 2,8.0
1255,"October 31, 2007",Shooter,Dementium: The Ward,Nintendo DS,8.0
1256,"November 1, 2007",Strategy,Metal Marines,Super NES,7.5
1257,"November 1, 2007","Action, Simulation",SOCOM: U.S. Navy SEALs Tactical Strike,PlayStation Portable,7.0
1258,"November 1, 2007",Sports,FIFA Soccer 08,Wii,7.0
1259,"November 1, 2007",Action,"Ed, Edd 'n Eddy: Scam of the Century",Nintendo DS,4.0
1260,"November 1, 2007","Action, Adventure",Looney Tunes: Acme Arsenal,PlayStation 2,5.2
1261,"November 1, 2007","Action, Adventure",Looney Tunes: Acme Arsenal,Wii,3.0
1262,"November 1, 2007",Strategy,Metal Marines,Wii,7.5
1263,"November 1, 2007",Wrestling,WWE SmackDown vs. Raw 2008,PlayStation 3,7.5
1264,"November 1, 2007",Wrestling,WWE SmackDown vs. Raw 2008,Wii,7.5
1265,"November 1, 2007",Wrestling,WWE SmackDown vs. Raw 2008,PlayStation Portable,6.5
1266,"November 1, 2007",Wrestling,WWE SmackDown vs. Raw 2008,Nintendo DS,7.0
1267,"November 1, 2007",Strategy,Escape from Paradise City,PC,6.0
1268,"November 1, 2007","Action, Adventure",Looney Tunes: Acme Arsenal,Xbox 360,5.2
1269,"November 1, 2007",Wrestling,WWE SmackDown vs. Raw 2008,PlayStation 2,6.8
1270,"November 1, 2007",Wrestling,WWE SmackDown vs. Raw 2008,Xbox 360,7.8
1271,"November 2, 2007",Sports,FIFA Soccer 08,Nintendo DS,8.2
1272,"November 2, 2007",Action,Bee Movie Game,Nintendo DS,6.9
1273,"November 2, 2007","Strategy, RPG",Fire Emblem: Radiant Dawn,Wii,8.0
1274,"November 2, 2007",Action,Mutant Storm Empire,Xbox 360,7.7
1275,"November 2, 2007",Racing,Need for Speed ProStreet,Wireless,7.0
1276,"November 2, 2007",Party,Smart Girl's Playhouse,Nintendo DS,7.0
1277,"November 5, 2007",Shooter,Call of Duty 4: Modern Warfare,PlayStation 3,9.4
1278,"November 5, 2007",Music,High School Musical: Sing It! (Game Only Edition),Wii,6.6
1279,"November 5, 2007",Music,High School Musical: Sing It! (Game Only Edition),PlayStation 2,6.5
1280,"November 5, 2007",Music,High School Musical: Sing It! (Game & Microphone),Wii,6.6
1281,"November 5, 2007",Music,High School Musical: Sing It! (Game & Microphone),PlayStation 2,6.5
1282,"November 5, 2007",Action,Ratatouille,PlayStation 3,5.5
1283,"November 5, 2007","Action, RPG",Hellgate: London,PC,6.8
1284,"November 5, 2007",Action,Assassin's Creed,Wireless,8.0
1285,"November 5, 2007",Action,Ratatouille,Xbox 360,5.5
1286,"November 5, 2007",Shooter,Call of Duty 4: Modern Warfare,Xbox 360,9.4
1287,"November 5, 2007",Shooter,Call of Duty 4: Modern Warfare,PC,9.4
1288,"November 6, 2007",Action,Power Rangers: Super Legends,Nintendo DS,4.0
1289,"November 6, 2007",Shooter,F.E.A.R. Perseus Mandate,PC,5.9
1290,"November 6, 2007",RPG,Dragon Quest Monsters: Joker,Nintendo DS,7.9
1291,"November 6, 2007",Action,SpongeBob's Atlantis SquarePantis,Nintendo DS,6.0
1292,"November 6, 2007","Card, Battle",Fullmetal Alchemist: Trading Card Game,Nintendo DS,5.5
1293,"November 6, 2007",Platformer,The Bee Game,Nintendo DS,6.0
1294,"November 6, 2007",Shooter,F.E.A.R. Files,Xbox 360,6.7
1295,"November 6, 2007",Action,The Simpsons Game,PlayStation 2,6.5
1296,"November 6, 2007",Action,Bee Movie Game,PlayStation 2,6.5
1297,"November 6, 2007",Racing,Juiced 2: Hot Import Nights,PlayStation 3,6.8
1298,"November 6, 2007",Virtual Pet,Fish Tycoon,Nintendo DS,4.0
1299,"November 6, 2007","Sports, Compilation",Mario & Sonic at the Olympic Games,Wii,7.9
1300,"November 6, 2007",Action,Bee Movie Game,Xbox 360,7.0
1301,"November 6, 2007",Party,Buzz! Junior: Jungle Party,PlayStation 2,7.0
1302,"November 6, 2007",Trivia,"Scene It? Lights, Camera, Action",Xbox 360,7.0
1303,"November 7, 2007",Shooter,Gears of War,PC,8.7
1304,"November 7, 2007",Shooter,Call of Duty 4: Modern Warfare [DS],Nintendo DS,7.8
1305,"November 7, 2007",Action,The Legend of Spyro: The Eternal Night,Wireless,7.0
1306,"November 7, 2007",Racing,RACE 07,PC,8.5
1307,"November 7, 2007","Racing, Action",Aqua Teen Hunger Force Zombie Ninja Pro-Am,PlayStation 2,5.0
1308,"November 7, 2007",Puzzle,Super Collapse 3,Nintendo DS,7.4
1309,"November 7, 2007",Action,The Simpsons Game,Nintendo DS,7.7
1310,"November 7, 2007",Puzzle,Word Puzzle,Xbox 360,5.5
1311,"November 7, 2007",Music,Hannah Montana: Music Jam,Nintendo DS,6.8
1312,"November 7, 2007",Puzzle,Mah Jong Quest,Wireless,7.5
1313,"November 7, 2007",Platformer,Super Mario Galaxy,Wii,9.7
1314,"November 8, 2007",Action,Nicktoons: Attack of the Toybots,Nintendo DS,7.0
1315,"November 8, 2007",Adventure,Sam & Max: Season Two -- Episode #1: Ice Station Santa,PC,8.0
1316,"November 8, 2007",Fighting,Art of Fighting,Wii,4.5
1317,"November 8, 2007",Action,The Simpsons Game,Wii,7.0
1318,"November 8, 2007",Fighting,Art of Fighting,NeoGeo,4.5
1319,"November 8, 2007",Shooter,Gate of Thunder,TurboGrafx-16,8.5
1320,"November 8, 2007",Strategy,Bladestorm: The Hundred Years' War,PlayStation 3,6.5
1321,"November 8, 2007",Strategy,Bladestorm: The Hundred Years' War,Xbox 360,6.5
1322,"November 8, 2007",Shooter,Gate of Thunder,Wii,8.5
1323,"November 8, 2007",Shooter,Medal of Honor Heroes 2,PlayStation Portable,8.4
1324,"November 8, 2007",Puzzle,Switchball,Xbox 360,8.4
1325,"November 8, 2007",Puzzle,Switchball,Xbox 360,8.4
1326,"November 9, 2007",Action,Imagine: Master Chef,Nintendo DS,7.0
1327,"November 9, 2007",Action,Call of Duty: Modern Warfare Mobile,Wireless,7.5
1328,"November 9, 2007","Action, Compilation",LEGO Star Wars: The Complete Saga,PlayStation 3,8.0
1329,"November 9, 2007",Hunting,Hooked! Real Motion Fishing,Wii,2.7
1330,"November 9, 2007","Action, Compilation",LEGO Star Wars: The Complete Saga,Xbox 360,8.0
1331,"November 9, 2007","Action, Compilation",LEGO Star Wars: The Complete Saga,Wii,8.0
1332,"November 9, 2007",Strategy,Supreme Commander: Forged Alliance,PC,8.6
1333,"November 9, 2007","Educational, Productivity",Spanish for Everyone,Nintendo DS,2.0
1334,"November 9, 2007",Action,SpongeBob's Atlantis SquarePantis,PlayStation 2,5.1
1335,"November 9, 2007",Virtual Pet,Zoo Hospital,Nintendo DS,5.5
1336,"November 12, 2007",Action,Imagine: Babyz,Nintendo DS,3.5
1337,"November 12, 2007","Racing, Action",Twisted Metal 2,PlayStation Portable,6.0
1338,"November 12, 2007",Shooter,Prey Mobile,Wireless,8.9
1339,"November 12, 2007","Action, Compilation",LEGO Star Wars: The Complete Saga,Nintendo DS,8.0
1340,"November 12, 2007",Shooter,Crysis,PC,9.4
1341,"November 12, 2007",Platformer,Super Mario Bros. 3,Wii,9.5
1342,"November 12, 2007",Adventure,Silent Hill Origins,PlayStation Portable,8.0
1343,"November 12, 2007","Action, Compilation",OMG 26 -- Our Mini Games,Nintendo DS,5.0
1344,"November 13, 2007",Music,Guitar Hero III: Legends of Rock,PC,8.5
