,date,genres,name,platform,score
1164,"April 10, 2003",Shooter,Line of Sight: Vietnam,PC,6.5
1165,"April 11, 2003",Adventure,CSI: Crime Scene Investigation,PC,8.2
1166,"April 14, 2003",RPG,Evolution Worlds,GameCube,5.0
1167,"April 14, 2003",Board,Monopoly Party,GameCube,7.3
1168,"April 15, 2003","Fighting, Action",Godzilla: Destroy All Monsters Melee,Xbox,8.5
1169,"April 15, 2003",RPG,Final Fantasy Origins,PlayStation,9.0
1170,"April 16, 2003",Action,X2: Wolverine's Revenge,Game Boy Advance,7.9
1171,"April 16, 2003",RPG,Phantasy Star Online Episode I & II,Xbox,8.5
1172,"April 16, 2003","Racing, Action",Bandits: Phoenix Rising,PC,7.2
1173,"April 16, 2003",Action,X2: Wolverine's Revenge,Xbox,6.6
1174,"April 16, 2003",Action,X2: Wolverine's Revenge,PlayStation 2,7.3
1175,"April 16, 2003",Action,X2: Wolverine's Revenge,PC,6.5
1176,"April 16, 2003",Action,X2: Wolverine's Revenge,GameCube,6.6
1177,"April 17, 2003",Racing,Colin McRae Rally 3,PlayStation 2,8.9
1178,"April 18, 2003",Strategy,Castles & Catapults,PC,2.0
1179,"April 18, 2003",Card,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,Game Boy Advance,8.0
1180,"April 21, 2003",Simulation,Tropico 2: Pirate Cove,PC,8.4
1181,"April 21, 2003",Racing,Pro Race Driver,PC,7.5
1182,"April 21, 2003",Action,Ninja Five-O,Game Boy Advance,8.5
1183,"April 21, 2003",Shooter,Defender,Wireless,2.0
1184,"April 21, 2003",Shooter,Galaxian Mini,Wireless,3.0
1185,"April 21, 2003",Shooter,Lilo & Stitch: Space Escape,Wireless,3.0
1186,"April 22, 2003","Flight, Action",Army Men: Air Combat 'The Elite Missions',GameCube,3.5
1187,"April 22, 2003",Strategy,Blitzkrieg,PC,8.2
1188,"April 22, 2003",Racing,Disney Sports Motocross,Game Boy Advance,5.5
1189,"April 22, 2003",Racing,Micro Machines [2002],PlayStation 2,4.0
1190,"April 22, 2003",Shooter,Conflict: Desert Storm,GameCube,7.7
1191,"April 22, 2003",Action,Star Wars: The Clone Wars,Xbox,7.7
1192,"April 23, 2003",Platformer,Zapper: One Wicked Cricket,PC,5.5
1193,"April 23, 2003",Platformer,Frogger Beyond,PC,5.5
1194,"April 23, 2003",Sports,Disney Sports Basketball,GameCube,4.0
1195,"April 23, 2003",Racing,Dakar 2: The World's Ultimate Rally,GameCube,6.2
1196,"April 24, 2003",Sports,NBA Street Vol. 2,PlayStation 2,9.4
1197,"April 24, 2003",Sports,NBA Street Vol. 2,Xbox,9.4
1198,"April 24, 2003",Sports,NBA Street Vol. 2,GameCube,9.1
1199,"April 28, 2003",Puzzle,Baku Baku,Wireless,8.0
1200,"April 28, 2003",Puzzle,Break the Eggs,Wireless,7.0
1201,"April 28, 2003",Racing,Burnout 2: Point of Impact -- Developer's Cut,Xbox,8.6
1202,"April 28, 2003",Adventure,Scooby-Doo: Jeepers Creepers,Wireless,7.5
1203,"April 29, 2003",Action,Tom Clancy's Splinter Cell,Game Boy Advance,8.0
1204,"April 29, 2003",Shooter,Purge,PC,5.5
1205,"April 30, 2003","Sports, Simulation",Baseball Mogul 2004,PC,8.0
1206,"April 30, 2003",Strategy,Uplink: Hacker Elite,PC,7.5
1207,"May 2, 2003",Shooter,Donkey Kong 3-e,Game Boy Advance,7.0
1208,"May 2, 2003",Action,Clu Clu Land-e,Game Boy Advance,5.0
1209,"May 5, 2003",RPG,Shadowbane,PC,7.3
1210,"May 5, 2003",Shooter,Gundam: Space Assault,Wireless,8.0
1211,"May 5, 2003",Puzzle,Breakout,Wireless,7.0
1212,"May 5, 2003","Action, RPG",.hack//MUTATION (Part 2),PlayStation 2,8.4
1213,"May 5, 2003","Action, Adventure",Castlevania: Aria of Sorrow,Game Boy Advance,9.3
1214,"May 5, 2003",Action,Space Gunner,Wireless,3.0
1215,"May 7, 2003",Shooter,Return to Castle Wolfenstein: Tides of War,Xbox,9.3
1216,"May 13, 2003",RPG,EverQuest for Pocket PC: Hero's Call,Pocket PC,8.5
1217,"May 13, 2003","Action, Adventure",Prince of Persia: Harem Adventures,Wireless,8.5
1218,"May 13, 2003",Hunting,Safari Hunter V,Wireless,7.0
1219,"May 13, 2003",Platformer,Pitfall,Wireless,8.0
1220,"May 20, 2003",Action,Enter the Matrix,Xbox,7.2
1221,"May 20, 2003",Action,Enter the Matrix,PC,6.6
1222,"May 20, 2003",Action,Enter the Matrix,GameCube,7.2
1223,"May 20, 2003",Action,Enter the Matrix,PlayStation 2,7.2
1224,"May 20, 2003",Sports,WTA Tour Tennis,GameCube,4.0
1225,"May 21, 2003",Strategy,Rise of Nations,PC,8.2
1226,"May 21, 2003",Action,Tom Clancy's Splinter Cell,Wireless,9.0
1227,"May 21, 2003",Simulation,Lemonade Tycoon,Wireless,9.5
1228,"May 21, 2003",Strategy,The Lord of the Rings: The Two Towers,Wireless,7.5
1229,"May 21, 2003",Action,Charisma Lee,Wireless,6.0
1230,"May 22, 2003","Action, Adventure",Grand Theft Auto: Vice City,PC,9.3
1231,"May 22, 2003",Party,"Wario Ware, Inc: Mega Microgame$",Game Boy Advance,9.0
1232,"May 22, 2003",Action,Evil Dead: A Fistful of Boomstick,PlayStation 2,6.4
1233,"May 22, 2003",Sports,Inside Pitch 2003,Xbox,5.0
1234,"May 23, 2003",Shooter,Day of Defeat,PC,8.0
1235,"May 23, 2003",Action,Hulk,PlayStation 2,8.0
1236,"May 23, 2003","Card, RPG",Lost Kingdoms II,GameCube,6.2
1237,"May 23, 2003",Fighting,Stake: Fortune Fighters,Xbox,2.3
1238,"May 23, 2003",Action,Hulk,PC,8.0
1239,"May 23, 2003",Compilation,SEGA Arcade Gallery,Game Boy Advance,7.8
1240,"May 23, 2003",Action,Hulk,GameCube,8.0
1241,"May 23, 2003",Action,Hulk,Xbox,8.0
1242,"May 27, 2003",Action,Brute Force,Xbox,8.1
1243,"May 27, 2003",Simulation,Restaurant Empire,PC,7.8
1244,"May 27, 2003",Action,Finding Nemo,Xbox,7.0
1245,"May 27, 2003",Action,Finding Nemo,GameCube,6.0
1246,"May 27, 2003",Fighting,Bloody Roar Extreme,Xbox,7.3
1247,"May 27, 2003",Action,Finding Nemo,PlayStation 2,7.0
1248,"May 27, 2003",Shooter,Return to Castle Wolfenstein: Operation Resurrection,PlayStation 2,7.6
1249,"May 27, 2003",Platformer,Rayman 3,Wireless,8.0
1250,"May 27, 2003",Shooter,Siberian Strike,Wireless,8.0
1251,"May 28, 2003",Sports,Speed Kings,Xbox,5.5
1252,"May 28, 2003",Racing,Speed Kings,GameCube,5.5
1253,"May 28, 2003",Racing,V-Rally 3,Xbox,8.0
1254,"May 28, 2003",Pinball,Sonic Pinball Party,Game Boy Advance,8.3
1255,"May 29, 2003",Action,The Incredible Hulk [2003],Game Boy Advance,6.0
1256,"May 29, 2003",Racing,IndyCar Series,PlayStation 2,8.5
1257,"May 29, 2003",Racing,Speed Kings,PlayStation 2,5.5
1258,"May 30, 2003",Strategy,Combat Mission: Beyond Overlord (Special Edition),PC,9.0
1259,"May 30, 2003",Racing,MotoGP 2,Xbox,8.8
1260,"May 30, 2003",Simulation,RollerCoaster Tycoon 2: Wacky Worlds,PC,5.5
1261,"May 30, 2003",Action,Bruce Lee: Return of the Legend,Game Boy Advance,8.4
1262,"June 2, 2003",Puzzle,Dig It,Wireless,7.0
1263,"June 2, 2003",Shooter,Return to Castle Wolfenstein: Enemy Territory,PC,8.5
1264,"June 2, 2003",Shooter,Iridion II,Game Boy Advance,8.0
1265,"June 2, 2003","Fighting, Adventure",Skirt Fighter,Wireless,5.5
1266,"June 2, 2003",Racing,Crazy Racer,Wireless,4.5
1267,"June 3, 2003",Wrestling,Ultimate Muscle: Path of the Super Hero,Game Boy Advance,7.5
1268,"June 3, 2003",Board,Chessmaster,PlayStation 2,8.5
1269,"June 3, 2003",Strategy,Medieval: Total War -- Viking Invasion,PC,8.6
1270,"June 4, 2003",Sports,Wakeboarding Unleashed Featuring Shaun Murray,Xbox,8.4
1271,"June 4, 2003",Racing,Midnight Club II,Xbox,8.8
1272,"June 4, 2003",Sports,Wakeboarding Unleashed Featuring Shaun Murray,PlayStation 2,8.6
1273,"June 5, 2003",Wrestling,Ultimate Muscle: Legends vs. New Generation,GameCube,7.8
1274,"June 6, 2003",Shooter,PlanetSide,PC,7.7
1275,"June 6, 2003",Platformer,Donkey Kong Country,Game Boy Advance,8.0
1276,"June 6, 2003",Simulation,The Sims: Superstar,PC,8.3
1277,"June 9, 2003","Flight, Action",Wing Commander: Prophecy,Game Boy Advance,7.0
1278,"June 10, 2003",RPG,Unlimited SaGa,PlayStation 2,6.6
1279,"June 10, 2003","Music, Editor",MAGIX Music Maker,PlayStation 2,7.9
1280,"June 10, 2003",Racing,MotoGP 2,PC,8.4
1281,"June 12, 2003",Racing,Rock 'n Roll Racing,Game Boy Advance,8.5
1282,"June 13, 2003",Strategy,Port Royale,PC,8.4
1283,"June 16, 2003",Strategy,Empire of Magic,PC,5.0
1284,"June 16, 2003","Action, RPG",Mega Man Network Transmission,GameCube,6.7
1285,"June 16, 2003",Action,Jewels and Jim,Wireless,7.0
1286,"June 16, 2003",Action,Moon Patrol,Wireless,8.0
1287,"June 16, 2003",Puzzle,Squareville Wasabi,Wireless,6.5
1288,"June 16, 2003",RPG,The Elder Scrolls III: Bloodmoon,PC,8.9
1289,"June 17, 2003",Action,Evil Dead: A Fistful of Boomstick,Xbox,6.4
1290,"June 17, 2003",RPG,Neverwinter Nights: Shadows of Undrentide,PC,7.7
1291,"June 17, 2003",Shooter,Resident Evil: Dead Aim,PlayStation 2,6.9
1292,"June 17, 2003","Action, RPG",Dragon Ball Z: The Legacy of Goku II,Game Boy Advance,8.0
1293,"June 17, 2003",Action,Mace Griffin: Bounty Hunter,PlayStation 2,6.3
1294,"June 18, 2003","Action, Adventure",Pirates of the Caribbean: The Curse of the Black Pearl,Game Boy Advance,5.5
1295,"June 18, 2003",Action,Hitman 2: Silent Assassin,GameCube,8.4
1296,"June 18, 2003",Shooter,Soldier of Fortune II: Double Helix,Xbox,5.8
1297,"June 18, 2003",Racing,Midtown Madness 3,Xbox,8.7
1298,"June 18, 2003",Action,Mace Griffin: Bounty Hunter,Xbox,6.3
1299,"June 18, 2003","Action, Adventure",RTX Red Rock,PlayStation 2,5.6
1300,"June 19, 2003",Platformer,Wario World,GameCube,7.1
1301,"June 19, 2003",Action,Jet Grind Radio,Game Boy Advance,8.5
1302,"June 20, 2003",Strategy,Advance Wars 2: Black Hole Rising,Game Boy Advance,9.0
1303,"June 20, 2003",Platformer,Sonic Adventure DX: Director's Cut,GameCube,5.0
1304,"June 23, 2003",Strategy,Disciples II: Guardians of the Light,PC,7.0
1305,"June 23, 2003","Racing, Action",The Simpsons Road Rage,Game Boy Advance,7.5
1306,"June 23, 2003",RPG,EVE Online,PC,8.0
1307,"June 24, 2003",Racing,SX Superstar,Xbox,3.6
1308,"June 24, 2003","Racing, Action",The Italian Job,PlayStation 2,6.8
1309,"June 24, 2003",Shooter,Star Trek: Elite Force II,PC,8.4
1310,"June 24, 2003","Racing, Action",The Italian Job,Xbox,6.8
1311,"June 24, 2003",RPG,Arc the Lad: Twilight of the Spirits,PlayStation 2,8.2
1312,"June 24, 2003","Action, Adventure",Tomb Raider: The Angel of Darkness,PlayStation 2,5.3
1313,"June 25, 2003",RPG,Mega Man Battle Network 3 White Version,Game Boy Advance,7.9
1314,"June 25, 2003",RPG,Mega Man Battle Network 3 Blue Version,Game Boy Advance,7.9
1315,"June 26, 2003",Battle,Magic Pengel: The Quest for Color,PlayStation 2,8.5
1316,"June 26, 2003",Shooter,Will Rock,PC,7.2
1317,"June 27, 2003",Music,Space Channel 5: Ulala's Cosmic Attack,Game Boy Advance,5.0
1318,"June 27, 2003","Racing, Simulation",F1 Career Challenge,PlayStation 2,7.4
1319,"June 30, 2003",Sports,Summer Heat Beach Volleyball,PlayStation 2,6.4
1320,"June 30, 2003",Sports,Freestyle Metal X,PlayStation 2,7.6
1321,"June 30, 2003",Racing,Big Mutha Truckers,Xbox,6.3
1322,"June 30, 2003",Racing,Big Mutha Truckers,PlayStation 2,6.3
1323,"July 1, 2003","Action, Simulation",Naval Ops: Warship Gunner,PlayStation 2,7.7
1324,"July 1, 2003",Strategy,Warcraft III: The Frozen Throne,PC,9.0
1325,"July 1, 2003",Strategy,Chariots of War,PC,5.0
1326,"July 1, 2003",Platformer,Ape Escape 2,PlayStation 2,9.0
1327,"July 1, 2003",Shooter,Air Raid: This is Not a Drill,PC,2.2
1328,"July 2, 2003","Action, Adventure",Indiana Jones and the Emperor's Tomb,PlayStation 2,6.6
1329,"July 2, 2003",Racing,IndyCar Series,Xbox,8.0
1330,"July 2, 2003","Action, RPG",Pirates of the Caribbean,PC,7.2
1331,"July 2, 2003","Action, RPG",Pirates of the Caribbean,Xbox,7.5
1332,"July 3, 2003",Racing,Midnight Club II,PC,8.8
1333,"July 7, 2003",Puzzle,Tetris Worlds Online,Xbox,4.8
1334,"July 10, 2003",Sports,Outlaw Volleyball,Xbox,8.0
1335,"July 10, 2003","Action, Adventure",Tomb Raider: The Angel of Darkness,PC,5.3
1336,"July 10, 2003","Puzzle, Action",Sheep,Game Boy Advance,6.5
1337,"July 11, 2003",RPG,Star Wars Galaxies: An Empire Divided,PC,8.0
1338,"July 14, 2003",Strategy,Two Cities,Wireless,7.5
1339,"July 14, 2003",Sports,DuraTrax Mobile RC,Wireless,7.0
1340,"July 14, 2003",Sports,Tennis 2003,Wireless,2.5
1341,"July 14, 2003",Puzzle,Adios Amoebas,Wireless,5.5
1342,"July 14, 2003","Sports, Simulation",Knuckle-Up!,Wireless,7.0
1343,"July 14, 2003",Action,Space Spyder,Wireless,3.0
1344,"July 14, 2003",RPG,Star Wars Knights of the Old Republic,Xbox,9.5
1345,"July 14, 2003",Puzzle,Fury of The Hulk,Wireless,1.0
1346,"July 14, 2003",Puzzle,Barnyard Bouncin',Wireless,6.0
1347,"July 14, 2003",Racing,MotoGP [2003],Wireless,5.0
1348,"July 14, 2003",Sports,FOX Sports On-Field Live Football,Wireless,8.0
1349,"July 14, 2003",Party,Shrek Super Party,GameCube,3.8
1350,"July 14, 2003","Sports, Action",FOX Sports On-Court Live Basketball,Wireless,8.0
1351,"July 16, 2003",Sports,NCAA Football 2004,GameCube,9.0
1352,"July 16, 2003","Fighting, Action",Charlie's Angels,GameCube,4.0
1353,"July 16, 2003",Sports,NCAA Football 2004,Xbox,9.0
1354,"July 16, 2003",Sports,NCAA Football 2004,PlayStation 2,9.1
1355,"July 16, 2003",RPG,Endless Ages,PC,5.5
1356,"July 18, 2003",Fighting,K-1 World Grand Prix,PlayStation 2,8.3
1357,"July 21, 2003",Adventure,Finding Nemo,Wireless,4.0
1358,"July 21, 2003",Shooter,The Terminator [In-Fusio],Wireless,3.5
1359,"July 22, 2003",Strategy,Disciples II: Servants of the Dark,PC,7.0
1360,"July 22, 2003",Sports,Downhill Domination,PlayStation 2,8.0
1361,"July 24, 2003",Racing,Big Scale Racing,PC,6.5
1362,"July 24, 2003","Action, Adventure",The Great Escape,PlayStation 2,5.0
1363,"July 25, 2003",Adventure,The Great Escape,Xbox,5.0
1364,"July 28, 2003",Sports,FOX Sports Boxing,Wireless,9.0
1365,"July 28, 2003",Racing,FOX Sports Racing,Wireless,6.5
1366,"July 28, 2003",Sports,Perfect Ace: Pro Tournament Tennis,PC,4.1
1367,"July 29, 2003",Racing,Rally Championship [2002],GameCube,7.0
1368,"July 29, 2003","Puzzle, Action",Mojo!,PlayStation 2,6.9
1369,"July 29, 2003","Racing, Simulation",F1 Challenge '99-'02,PC,9.5
1370,"July 29, 2003","Sports, Action",Mario Golf: Toadstool Tour,GameCube,8.0
1371,"July 30, 2003","Flight, Simulation",Microsoft Flight Simulator 2004: A Century of Flight,PC,9.0
1372,"July 30, 2003",Strategy,Aliens vs. Predator: Extinction,PlayStation 2,6.1
1373,"July 30, 2003",Racing,Drome Racers,Game Boy Advance,7.0
1374,"July 30, 2003",Strategy,Age of Wonders: Shadow Magic,PC,8.5
1375,"August 1, 2003","Action, Simulation",Silent Line: Armored Core,PlayStation 2,7.5
1376,"August 1, 2003","Music, Editor",eJay Clubworld: The Music Making Experience,PlayStation 2,7.6
1377,"August 1, 2003","Racing, Action",Stuntman,Game Boy Advance,8.5
1378,"August 4, 2003",Platformer,Shrek: Reekin' Havoc,Game Boy Advance,5.9
1379,"August 4, 2003","Racing, Action",Splashdown: Rides Gone Wild,PlayStation 2,8.9
1380,"August 4, 2003","Action, Adventure",The Great Escape,PC,5.0
1381,"August 5, 2003",Action,Chaos Legion,PlayStation 2,6.5
1382,"August 5, 2003","Racing, Action",Butt-Ugly Martians: Zoom or Doom,PlayStation 2,3.8
1383,"August 5, 2003",Fighting,X-Men 2: Battle,Wireless,7.0
1384,"August 5, 2003","Flight, Racing",Freaky Flyers,PlayStation 2,7.0
1385,"August 5, 2003","Racing, Action",Butt-Ugly Martians: Zoom or Doom,GameCube,3.8
1386,"August 5, 2003",Strategy,Aliens vs. Predator: Extinction,Xbox,6.1
1387,"August 5, 2003",Action,Cartel Wars,Wireless,7.5
1388,"August 5, 2003","Flight, Racing",Freaky Flyers,GameCube,7.0
1389,"August 5, 2003","Flight, Racing",Freaky Flyers,Xbox,7.0
1390,"August 5, 2003",Adventure,Silent Hill 3,PlayStation 2,8.8
1391,"August 5, 2003",Action,Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,4.0
1392,"August 5, 2003",Shooter,River Raid,Wireless,8.0
1393,"August 6, 2003",Strategy,Nexagon: Deathmatch,PC,6.9
1394,"August 6, 2003",Adventure,Syberia,Xbox,6.1
1395,"August 7, 2003",Strategy,Europa Universalis: Crown of the North,PC,6.5
1396,"August 8, 2003",Fighting,Virtua Fighter 4: Evolution,PlayStation 2,9.5
1397,"August 8, 2003",Shooter,Tom Clancy's Ghost Recon: Island Thunder,Xbox,8.4
1398,"August 11, 2003",Sports,Madden NFL 2004,Xbox,9.4
1399,"August 11, 2003",Strategy,Romance of the Three Kingdoms VIII,PlayStation 2,9.0
1400,"August 11, 2003",Sports,Madden NFL 2004,GameCube,9.4
1401,"August 11, 2003",Sports,Madden NFL 2004,PlayStation 2,9.5
1402,"August 12, 2003","Action, Adventure",Futurama,Xbox,6.7
1403,"August 12, 2003",Action,Futurama,PlayStation 2,6.7
1404,"August 13, 2003",Racing,The Italian Job,GameCube,6.8
1405,"August 13, 2003",Racing,SX Superstar,GameCube,3.6
1406,"August 14, 2003",Racing,Big Mutha Truckers,GameCube,6.3
1407,"August 15, 2003",Sports,Madden NFL 2004,Game Boy Advance,7.0
1408,"August 18, 2003",Adventure,Pirates of the Caribbean,Wireless,5.0
1409,"August 19, 2003",Racing,Monster Truck Madness,Game Boy Advance,7.5
1410,"August 19, 2003",Action,Alter Echo,PlayStation 2,6.8
1411,"August 19, 2003",Action,Alter Echo,Xbox,6.8
1412,"August 20, 2003",Adventure,Dark Fall: The Journal,PC,7.8
1413,"August 20, 2003",Sports,Madden NFL 2004,PC,9.3
1414,"August 20, 2003",Strategy,Legacy Online,PC,9.0
1415,"August 21, 2003",Pinball,Pokemon Pinball: Ruby & Sapphire,Game Boy Advance,8.8
1416,"August 21, 2003",Music,Dance Nation: Ministry of Sound,Wireless,8.0
1417,"August 22, 2003",Racing,F-Zero GX,GameCube,9.3
1418,"August 22, 2003",Action,Tron 2.0,PC,8.0
1419,"August 22, 2003",Action,Otogi: Myth of Demons,Xbox,8.3
1420,"August 22, 2003","Racing, Action",Smash Cars [2003],PlayStation 2,7.5
1421,"August 26, 2003",Fighting,Soulcalibur II,Xbox,9.2
1422,"August 26, 2003",Hunting,Cabela's Deer Hunt: 2004 Season,PlayStation 2,7.4
1423,"August 26, 2003","Strategy, RPG",Disgaea: Hour of Darkness,PlayStation 2,9.2
1424,"August 26, 2003",Puzzle,Bombastic,PlayStation 2,8.5
1425,"August 26, 2003",Fighting,Soulcalibur II,GameCube,9.2
1426,"August 26, 2003",Fighting,Soulcalibur II,PlayStation 2,9.2
1427,"August 26, 2003",RPG,Lionheart: Legacy of the Crusader,PC,6.8
1428,"August 26, 2003",Racing,The Italian Job,Wireless,7.5
1429,"August 26, 2003","Sports, Action",Tony Hawk's Pro Skater 4,Wireless,8.5
1430,"August 26, 2003",Sports,Cali Surf,Wireless,7.5
1431,"August 27, 2003",Sports,NFL GameDay 2004,PlayStation 2,8.0
1432,"August 28, 2003",Action,Buffy the Vampire Slayer: Chaos Bleeds,PlayStation 2,7.7
1433,"August 28, 2003",Action,Buffy the Vampire Slayer: Chaos Bleeds,GameCube,7.7
1434,"August 28, 2003",Fighting,Mortal Kombat: Tournament Edition,Game Boy Advance,8.5
1435,"August 28, 2003",Action,Buffy the Vampire Slayer: Chaos Bleeds,Xbox,7.7
1436,"August 29, 2003",Sports,NFL Fever 2004,Xbox,7.5
1437,"August 29, 2003",Sports,Tony Hawk's Pro Skater 4,PC,9.2
1438,"August 29, 2003",Strategy,World War II: Frontline Command,PC,7.0
1439,"September 2, 2003",Racing,Freekstyle,Game Boy Advance,7.8
1440,"September 2, 2003",Strategy,Republic: The Revolution,PC,7.2
1441,"September 3, 2003",Sports,Disney's Extreme Skate Adventure,PlayStation 2,7.8
1442,"September 3, 2003",Sports,Rider X 3D,Wireless,5.0
1443,"September 3, 2003",Puzzle,RotoSphere,Wireless,8.5
1444,"September 3, 2003",Sports,Disney's Extreme Skate Adventure,GameCube,7.8
1445,"September 3, 2003",Sports,MLB Slam!,Wireless,8.5
1446,"September 4, 2003",Hunting,Pro Cast Sports Fishing,Xbox,3.1
1447,"September 4, 2003",Sports,ESPN NFL Football,PlayStation 2,9.3
1448,"September 4, 2003",Sports,ESPN NFL Football,Xbox,9.3
1449,"September 5, 2003","Strategy, RPG",Final Fantasy Tactics Advance,Game Boy Advance,9.0
1450,"September 8, 2003",Action,Hunter: The Reckoning Wayward,PlayStation 2,8.2
1451,"September 8, 2003",Action,State of Emergency,PC,6.6
1452,"September 8, 2003",Board,Hoyle Majestic Chess,PC,8.5
1453,"September 9, 2003","Racing, Action",Starsky & Hutch,PlayStation 2,5.5
1454,"September 9, 2003",Shooter,P.N.03,GameCube,5.3
1455,"September 9, 2003",Sports,ESPN NHL Hockey,Xbox,9.3
1456,"September 9, 2003","Action, RPG",.hack//OUTBREAK (Part 3),PlayStation 2,8.4
1457,"September 9, 2003",Sports,Disney's Extreme Skate Adventure,Game Boy Advance,7.5
1458,"September 9, 2003",Racing,IHRA Drag Racing Multiplayer,Wireless,4.0
1459,"September 9, 2003",Racing,CyRace 2,Wireless,5.0
1460,"September 9, 2003",Wrestling,WWE WrestleMania XIX,GameCube,8.0
1461,"September 9, 2003",Sports,ESPN NHL Hockey,PlayStation 2,9.3
1462,"September 9, 2003",Racing,JAMDAT Racing,Wireless,8.0
1463,"September 10, 2003",Action,Dynasty Warriors 4,Xbox,8.5
1464,"September 10, 2003",Shooter,Battlefield 1942: Secret Weapons of World War II,PC,8.8
1465,"September 11, 2003","Flight, Action",Lethal Skies II,PlayStation 2,7.7
1466,"September 11, 2003",Racing,XGRA: Extreme-G Racing Association,PlayStation 2,7.5
1467,"September 11, 2003",Strategy,Ghost Master: The Gravenville Chronicles,PC,7.0
1468,"September 12, 2003",Platformer,Banjo-Kazooie: Grunty's Revenge,Game Boy Advance,8.0
1469,"September 12, 2003","Racing, Action",Starsky & Hutch,Xbox,5.4
1470,"September 12, 2003",Strategy,Savage: The Battle for Newerth,PC,8.7
1471,"September 15, 2003","Action, Adventure",Boktai,Game Boy Advance,8.5
1472,"September 15, 2003",Shooter,Star Wars Jedi Knight: Jedi Academy,PC,8.8
1473,"September 15, 2003",Action,Cold Zero,PC,7.0
1474,"September 16, 2003","Action, Adventure",The Simpsons: Hit & Run,Xbox,8.0
1475,"September 16, 2003","Action, Adventure",The Simpsons: Hit & Run,GameCube,8.0
1476,"September 16, 2003","Action, Adventure",The Simpsons: Hit & Run,PlayStation 2,8.0
1477,"September 16, 2003","Action, Adventure",Dino Crisis 3,Xbox,6.0
1478,"September 16, 2003",Strategy,Homeworld 2,PC,9.0
1479,"September 16, 2003",Wrestling,WWE Raw 2,Xbox,9.1
1480,"September 17, 2003",Racing,NASCAR Thunder 2004,PC,8.5
1481,"September 17, 2003",Sports,Rugby 2004,PlayStation 2,7.3
1482,"September 18, 2003",Action,Gothic Graveyard,Wireless,6.5
1483,"September 18, 2003",Shooter,Combat Jet Attack,Wireless,2.0
1484,"September 18, 2003",RPG,Anarchy Online: Shadowlands,PC,8.8
1485,"September 19, 2003",Platformer,Billy Hatcher and the Giant Egg,GameCube,7.7
1486,"September 19, 2003",Shooter,Medal of Honor: Allied Assault Breakthrough,PC,8.2
1487,"September 19, 2003","Action, RPG",Dungeons & Dragons: Heroes,Xbox,8.3
1488,"September 22, 2003","Action, RPG",Shining Soul,Game Boy Advance,5.5
1489,"September 22, 2003",Racing,XGRA: Extreme-G Racing Association,Xbox,7.5
1490,"September 22, 2003",Sports,Tiger Woods PGA Tour 2004,GameCube,9.0
1491,"September 22, 2003",Sports,Tiger Woods PGA Tour 2004,PlayStation 2,9.1
1492,"September 22, 2003",Simulation,SimCity 4: Rush Hour,PC,8.0
1493,"September 22, 2003","Action, Adventure",Freedom Fighters,Xbox,8.4
1494,"September 22, 2003",Platformer,"The Adventures of Jimmy Neutron, Boy Genius: Jet Fusion",PlayStation 2,6.1
1495,"September 22, 2003","Action, Adventure",Rebels: Prison Escape,PC,5.5
1496,"September 22, 2003",RPG,Dungeons & Dragons: The Temple of Elemental Evil -- A Classic Greyhawk Adventure,PC,7.5
1497,"September 22, 2003",Sports,Tiger Woods PGA Tour 2004,Xbox,9.0
1498,"September 22, 2003",Racing,NASCAR Thunder 2004,PlayStation 2,8.8
1499,"September 22, 2003",Racing,NASCAR Thunder 2004,Xbox,8.5
1500,"September 22, 2003",Platformer,"The Adventures of Jimmy Neutron, Boy Genius: Jet Fusion",GameCube,6.1
1501,"September 22, 2003","Action, Adventure",Freedom Fighters,PlayStation 2,8.4
1502,"September 22, 2003","Action, Adventure",Freedom Fighters,GameCube,8.4
1503,"September 23, 2003",Shooter,AquaNox 2: Revelation,PC,6.0
1504,"September 23, 2003",Action,Tom Clancy's Rainbow Six: Broken Wing,Wireless,6.5
1505,"September 23, 2003",Strategy,Dynasty Tactics 2,PlayStation 2,8.3
1506,"September 23, 2003",Adventure,Mistmare,PC,3.0
1507,"September 23, 2003",Sports,Tiger Woods PGA Tour 2004,PC,9.0
1508,"September 23, 2003",Sports,NHL 2004,GameCube,8.8
1509,"September 23, 2003",Platformer,Voodoo Vince,Xbox,7.6
1510,"September 23, 2003",Sports,NHL 2004,Xbox,8.8
1511,"September 23, 2003","Racing, Action",Road Rash: Jailbreak,Game Boy Advance,7.9
1512,"September 23, 2003",Strategy,Emergency Fire Response,PC,8.4
1513,"September 24, 2003","Sports, Action",NHL Hitz Pro,PlayStation 2,8.6
1514,"September 24, 2003",Strategy,Heaven & Hell,PC,4.3
1515,"September 24, 2003",Sports,NHL 2004,PlayStation 2,8.8
1516,"September 24, 2003",Action,Blackthorne,Game Boy Advance,7.5
1517,"September 24, 2003","Sports, Action",NHL Hitz Pro,GameCube,8.6
1518,"September 24, 2003",Strategy,Command & Conquer Generals Zero Hour,PC,9.0
1519,"September 24, 2003","Sports, Action",NHL Hitz: Pro,Xbox,8.6
1520,"September 25, 2003",Party,Disney's Party,Game Boy Advance,4.0
1521,"September 25, 2003",RPG,EverQuest: Lost Dungeons of Norrath,PC,8.5
