,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
1729,"Immersion Software & Graphics, Timeline Interactive","Action, First-Person, Shooter, 3D",CellFactor: Psychokinetic Wars,"PC,PlayStation 3,Xbox 360",Ubisoft,"Jun 3, 2009","Jun 23, 2009",5.5,7.8
1730,Sting,"Strategy, Real-Time",Knights in the Nightmare,"DS,PSP","Sting, ATLUS","Jun 3, 2009","Jun 22, 2009",8.0,8.1
1731,"EA Sports, EA Tiburon","Golf, Simulation, Sports",Tiger Woods PGA Tour 10,"iOS (iPhone/iPad),PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","EA Sports, Electronic Arts","Apr 23, 2009","Jun 22, 2009",8.0,8.3
1732,"EA Sports, EA Tiburon","Golf, Simulation, Sports",Tiger Woods PGA Tour 10,"iOS (iPhone/iPad),PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","EA Sports, Electronic Arts","Apr 23, 2009","Jun 22, 2009",8.0,8.3
1733,"LucasArts, Artificial Mind and Movement, Amaze Entertainment","Adventure, Action",Indiana Jones and the Staff of Kings,"DS,PlayStation 2,PSP,Wii","Activision, LucasArts","Jun 9, 2009","Jun 22, 2009",3.5,6.8
1734,Prope,Party/Minigame,Let's TAP,Wii,Sega,"Jun 12, 2009","Jun 19, 2009",7.0,7.1
1735,Erik Svedang,Miscellaneous,Blueberry Garden,"Linux,Macintosh,PC",Erik Svedang,"Jun 10, 2009","Jun 19, 2009",5.0,5.9
1736,"Square Enix, Matrix Software",Role-Playing,Final Fantasy IV: The After Years,"Android,iOS (iPhone/iPad),Mobile,PC,Wii",Square Enix,"Jun 1, 2009","Jun 17, 2009",5.5,7.1
1737,EA Canada,"Sports, Tennis",Grand Slam Tennis (2012),Wii,"Electronic Arts, EA Sports","Jun 8, 2009","Jun 17, 2009",6.0,7.7
1738,"Zen Studios, Terminal Reality, War Drum Studios, Red Fly Studio",Action,Ghostbusters: The Video Game,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","Atari SA, SCEE, SCE Australia, Atari","Jun 16, 2009","Jun 17, 2009",8.0,7.9
1739,"Zen Studios, Terminal Reality, War Drum Studios, Red Fly Studio",Action,Ghostbusters: The Video Game,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","Atari SA, SCEE, SCE Australia, Atari","Jun 16, 2009","Jun 16, 2009",7.5,7.9
1740,"Zen Studios, Terminal Reality, War Drum Studios, Red Fly Studio",Action,Ghostbusters: The Video Game,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","Atari SA, SCEE, SCE Australia, Atari","Jun 16, 2009","Jun 16, 2009",7.5,7.9
1741,"Zen Studios, Terminal Reality, War Drum Studios, Red Fly Studio",Action,Ghostbusters: The Video Game,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","Atari SA, SCEE, SCE Australia, Atari","Jun 16, 2009","Jun 16, 2009",7.0,7.9
1742,"Zen Studios, Terminal Reality, War Drum Studios, Red Fly Studio",Action,Ghostbusters: The Video Game,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","Atari SA, SCEE, SCE Australia, Atari","Jun 16, 2009","Jun 16, 2009",5.0,7.9
1743,Now Production,Action,The Munchables,Wii,"Namco Bandai Games, Bandai Namco Games","May 26, 2009","Jun 15, 2009",6.0,6.9
1744,Radical Entertainment,"Adventure, Action",Prototype,"PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Activision, Mastertronic","Jun 9, 2009","Jun 15, 2009",8.5,8.4
1745,Radical Entertainment,"Action, Adventure",Prototype,"PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Activision, Mastertronic","Jun 9, 2009","Jun 15, 2009",8.5,8.4
1746,Studio Archcraft,Role-Playing,Black Sigil: Blade of the Exiled,DS,Graffiti Entertainment,"Jun 9, 2009","Jun 12, 2009",6.5,7.3
1747,Suzak,Role-Playing,Dokapon Journey,DS,"Sting, ATLUS","Apr 14, 2009","Jun 12, 2009",7.0,7.2
1748,"Altron, THQ Wireless, Heavy Iron Studios, Asobo Studio","Action, Adventure",Up,"DS,iOS (iPhone/iPad),Macintosh,Mobile,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","THQ, E-Frontier, THQ Wireless, Disney Interactive Studios","May 25, 2009","Jun 12, 2009",5.0,6.4
1749,Radical Entertainment,"Adventure, Action",Prototype,"PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One","Activision, Mastertronic","Jun 9, 2009","Jun 11, 2009",8.5,8.4
1750,"Altron, THQ Wireless, Heavy Iron Studios, Asobo Studio","Adventure, Action",Up,"DS,iOS (iPhone/iPad),Macintosh,Mobile,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","THQ, E-Frontier, THQ Wireless, Disney Interactive Studios","May 25, 2009","Jun 11, 2009",5.5,6.4
1751,Zen Studios,Pinball,ZEN Pinball,"Android,iOS (iPhone/iPad),PlayStation 3",Zen Studios,"May 14, 2009","Jun 10, 2009",8.5,8.1
1752,Frogwares,Adventure,Sherlock Holmes vs. Jack the Ripper,"PC,Xbox 360","Focus Home Interactive, Ubisoft, Dreamcatcher","May 26, 2009","Jun 10, 2009",7.0,7.4
1753,Asobo Studio,"Arcade, Driving/Racing",Fuel (2009),"PC,PlayStation 3,Xbox 360",Codemasters,"Jun 2, 2009","Jun 10, 2009",6.0,7.0
1754,Asobo Studio,"Arcade, Driving/Racing",Fuel (2009),"PC,PlayStation 3,Xbox 360",Codemasters,"Jun 2, 2009","Jun 10, 2009",6.0,7.0
1755,NovaLogic,"Tactical, Action, First-Person, Shooter",Delta Force: Xtreme 2,PC,NovaLogic,"May 27, 2009","Jun 10, 2009",5.0,4.5
1756,Rebellion,Sports,PDC World Championship Darts 2009,"DS,Wii","O-Games, Oxygen Interactive","Jun 16, 2009","Jun 9, 2009 ",6.5,5.6
1757,Blue Omega,"Shooter, Third-Person, 3D, Action",Damnation,"PC,PlayStation 3,Xbox 360",Codemasters,"May 22, 2009","Jun 9, 2009 ",3.5,4.2
1758,Blue Omega,"Third-Person, 3D, Action, Shooter",Damnation,"PC,PlayStation 3,Xbox 360",Codemasters,"May 22, 2009","Jun 9, 2009 ",3.5,4.2
1759,Blue Omega,"Shooter, Third-Person, 3D, Action",Damnation,"PC,PlayStation 3,Xbox 360",Codemasters,"May 22, 2009","Jun 9, 2009 ",3.5,4.2
1760,"Harmonix Music Systems, Backbone Entertainment",Music/Rhythm,Rock Band Unplugged,PSP,"Electronic Arts, Harmonix Music Systems","Jun 9, 2009","Jun 9, 2009 ",8.0,8.3
1761,"Cypron Studios, Madlab Software","Turn-Based, Strategy",Jagged Alliance,"DS,PC","Cypronia, Empire Interactive, Softgold, Sir-Tech Software Inc.",1994,"Jun 9, 2009 ",4.5,8.2
1762,"Marvelous, Cing","Strategy, Real-Time",Little King's Story,"Mobile,PC,Wii","Marvelous, Xseed Games, Rising Star Games","Jul 21, 2009","Jun 9, 2009 ",8.5,8.5
1763,"Reactor Zero, Volition Inc.","Shooter, Third-Person, 3D, Action",Red Faction: Guerrilla,"PC,PlayStation 3,Xbox 360","THQ, E-Frontier, Spike","Jun 2, 2009","Jun 4, 2009 ",8.5,8.2
1764,"Reactor Zero, Volition Inc.","3D, Action, Shooter, Third-Person",Red Faction: Guerrilla,"PC,PlayStation 3,Xbox 360","THQ, E-Frontier, Spike","Jun 2, 2009","Jun 4, 2009 ",8.5,8.2
1765,"EA Games, Iron Monkey, Exient Entertainment, Electronic Arts, Maxis, EA Redwood Shores, The Sims Studio, EA Mobile",Simulation,The Sims 3,"3DS,Android,BlackBerry,DS,iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,Wii,Windows Mobile,Xbox 360","EA Games, EA Mobile, Electronic Arts, Maxis","May 5, 2009","Jun 1, 2009 ",9.0,8.1
1766,"Ronimo Games, Two Tribes",Strategy,Swords & Soldiers,"Android,iOS (iPhone/iPad),Linux,Macintosh,PC,PlayStation 3,Wii,Wii U","Ronimo Games, Chillingo Ltd, Two Tribes, Nintendo","Jun 8, 2009","May 29, 2009",8.0,8.0
1767,Telltale Games,Compilation,Wallace & Gromit's Grand Adventures,"iOS (iPhone/iPad),PC,Xbox 360","Telltale Games, Mastertronic","Jul 29, 2009","May 29, 2009",7.5,7.6
1768,The Farm 51,"Shooter, 3D, Action, First-Person",Necrovision,PC,"505 Games, Aspyr, 1C","May 18, 2009","May 29, 2009",7.0,6.6
1769,Square Enix,Puzzle,Yosumin!,"DS,PC,Xbox 360",Square Enix,"May 26, 2009","May 29, 2009",5.0,6.8
1770,EA Canada,Fitness,EA Sports Active,Wii,EA Sports,"May 19, 2009","May 28, 2009",8.0,8.1
1771,Gulti,"Action, 2D, Shoot-'Em-Up",Raiden Fighters Aces,Xbox 360,"Valcon Games, Success, Tradewest","May 7, 2009","May 27, 2009",6.5,7.4
1772,Hudson Soft,Simulation,Help Wanted: 50 Wacky Jobs,Wii,"Hudson Entertainment, Hudson","May 12, 2009","May 27, 2009",7.0,6.6
1773,Nintendo,"Matching/Stacking, Puzzle",Art Style: PiCTOBiTS,DS,Nintendo,"May 18, 2009","May 27, 2009",6.5,8.2
1774,Monolith Soft,Role-Playing,Super Robot Taisen OG Saga: Endless Frontier,DS,"ATLUS, Bandai Namco Games","Apr 29, 2009","May 26, 2009",7.0,8.1
1775,"Nate Games, IronNos Co.,Ltd.",Role-Playing,Crimson Gem Saga,"iOS (iPhone/iPad),PSP","Nate Games, Sega, Ntreev Soft, ATLUS","May 26, 2009","May 26, 2009",5.0,7.2
1776,Tripwire Interactive,"First-Person, Shooter, 3D, Action",Killing Floor,"Linux,Macintosh,PC","Tripwire Interactive, Iceberg Interactive","May 14, 2009","May 26, 2009",7.5,7.9
1777,Sucker Punch,"Action, Adventure",inFamous,PlayStation 3,"SCEA, SCE Australia, SCEI, SCEE","May 26, 2009","May 22, 2009",9.0,8.7
1778,Milestone S.r.l,"Simulation, Driving/Racing",SBK Superbike World Championship,"PlayStation 2,PlayStation 3,PSP,Xbox 360","Conspiracy Entertainment, Black Bean Games, Crave, Koch Media","Nov 8, 2008","May 21, 2009",5.0,7.2
1779,SCEJ,Puzzle,Trash Panic,PlayStation 3,"SCE Australia, SCEA, SCEI, SCEE","Jun 4, 2009","May 20, 2009",7.5,7.0
1780,Nintendo,"Sports, Boxing",Mike Tyson's Punch-Out!!,NES,"Nintendo, Hyundai Electronics",October 1987,"May 20, 2009",8.5,8.7
1781,"Gameloft, In-house, GRIN",Action,Terminator Salvation (2009),"BlackBerry,iOS (iPhone/iPad),Mobile,PC,PlayStation 3,Xbox 360","Gameloft, Evolved Games, Warner Bros. Interactive Entertainment, Taito Corporation","May 1, 2009","May 20, 2009",5.0,5.6
1782,EA LA,Puzzle,Boom Blox Bash Party,Wii,Electronic Arts,"May 19, 2009","May 20, 2009",8.5,8.1
1783,"THQ, Yuke's","Fighting, Action, Wrestling",UFC Undisputed 2009,"PlayStation 3,Xbox 360",THQ,"May 19, 2009","May 19, 2009",8.0,8.4
1784,"THQ, Yuke's","Action, Wrestling, Fighting",UFC Undisputed 2009,"PlayStation 3,Xbox 360",THQ,"May 19, 2009","May 19, 2009",8.0,8.4
1785,"Gameloft, In-house, GRIN",Action,Terminator Salvation (2009),"BlackBerry,iOS (iPhone/iPad),Mobile,PC,PlayStation 3,Xbox 360","Gameloft, Evolved Games, Warner Bros. Interactive Entertainment, Taito Corporation","May 1, 2009","May 19, 2009",5.0,5.6
1786,"Gameloft, In-house, GRIN",Action,Terminator Salvation (2009),"BlackBerry,iOS (iPhone/iPad),Mobile,PC,PlayStation 3,Xbox 360","Gameloft, Evolved Games, Warner Bros. Interactive Entertainment, Taito Corporation","May 1, 2009","May 19, 2009",5.0,5.6
1787,"Software Creations, Go!, Capcom, Pacific Dataworks, Minakuchi Engineering","2D, Action, Platformer",Bionic Commando,"Amiga,Amstrad CPC,Arcade Games,Atari ST,Commodore 64,Game Boy,NES,PC,Sinclair ZX81/Spectrum","Kixx, Capcom, KlassiX, Go!, Mattel",1987,"May 19, 2009",6.0,7.5
1788,"Software Creations, Go!, Capcom, Pacific Dataworks, Minakuchi Engineering","2D, Action, Platformer",Bionic Commando,"Amiga,Amstrad CPC,Arcade Games,Atari ST,Commodore 64,Game Boy,NES,PC,Sinclair ZX81/Spectrum","Kixx, Capcom, KlassiX, Go!, Mattel",1987,"May 19, 2009",6.0,7.5
1789,Eidos Interactive,"Strategy, Real-Time",Battlestations: Pacific,"Macintosh,PC,Xbox 360","Feral Interactive, Mastertronic, Eidos Interactive, Spike","May 12, 2009","May 18, 2009",8.0,7.8
1790,"Deep Silver, Ascaron Entertainment GmbH","Role-Playing, Action",Sacred 2: Fallen Angel,"PC,PlayStation 3,Xbox 360","Deep Silver, cdv Software, E-Frontier, Zoo Corporation, Atari SA, Spike","Nov 11, 2008","May 15, 2009",7.0,7.6
1791,"Ascaron Entertainment GmbH, Deep Silver","Role-Playing, Action",Sacred 2: Fallen Angel,"PC,PlayStation 3,Xbox 360","Deep Silver, Atari SA, cdv Software, Zoo Corporation, E-Frontier, Spike","Nov 11, 2008","May 15, 2009",7.0,7.6
1792,Naked Sky Entertainment,Action,Star Trek: D-A-C,"Macintosh,PC,PlayStation 3,Xbox 360",Paramount Digital Entertainment,"May 13, 2009","May 15, 2009",4.0,4.4
1793,ATLUS,Role-Playing,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,PlayStation 2,"ATLUS, SCEA","May 12, 2009","May 15, 2009",7.5,8.2
1794,Milestone S.r.l,"Simulation, Driving/Racing",SBK Superbike World Championship,"PlayStation 2,PlayStation 3,PSP,Xbox 360","Black Bean Games, Conspiracy Entertainment, Crave, Koch Media","Nov 8, 2008","May 14, 2009",6.5,7.2
1795,Eidos Interactive,"Real-Time, Strategy",Battlestations: Pacific,"Macintosh,PC,Xbox 360","Feral Interactive, Mastertronic, Eidos Interactive, Spike","May 12, 2009","May 13, 2009",8.0,7.8
1796,Taito Corporation,"Arcade, Action",Arkanoid Live!,Xbox 360,Taito Corporation,"May 6, 2009","May 13, 2009",6.5,7.0
1797,Spellbound,Strategy,Helldorado,PC,"Nobilis, Viva Media, LLC","Apr 9, 2009","May 12, 2009",4.5,6.5
1798,"PopCap, TOSE","Real-Time, Strategy",Plants vs. Zombies,"Android,DS,iOS (iPhone/iPad),Macintosh,PC,PlayStation 3,PlayStation Vita,Windows Mobile,Xbox 360","PopCap, Electronic Arts, Mastertronic, Sony Online Entertainment","May 5, 2009","May 11, 2009",8.5,8.6
1799,"Griptonite Games, Raven Software, Amaze Entertainment, EA Mobile","Action, 3D, Beat-'Em-Up",X-MEN ORIGINS: WOLVERINE,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Windows Mobile,Xbox 360","Activision, EA Mobile","May 1, 2009","May 7, 2009 ",7.0,8.0
1800,"Taito Corporation, Backbone Entertainment","Action, 2D, Shoot-'Em-Up",Space Invaders Extreme,"DS,PC,PSP,Xbox 360","Square Enix, Taito Corporation, Degica, Backbone Entertainment","Jun 17, 2008","May 7, 2009 ",8.0,7.7
1801,Team 17,"Action, Adventure",Leisure Suit Larry: Box Office Bust,"PC,PlayStation 3,Xbox 360",Funsta,"Mar 31, 2009","May 7, 2009 ",2.0,3.5
1802,Frozen Codebase,"Shooter, Third-Person, 3D, Action",Zombie Wranglers,Xbox 360,Sierra Online,"May 6, 2009","May 7, 2009 ",3.0,3.7
1803,"Obsidian Entertainment, Ossian Studios",Role-Playing,Neverwinter Nights 2,"Macintosh,PC","Aspyr, Atari SA","Oct 31, 2006","May 6, 2009 ",6.5,8.2
1804,"Sega, Sega AM3","Action, Fighting, 3D",Cyber Troopers Virtual On: Oratorio Tangram,"Arcade Games,Dreamcast,Xbox 360","Sega, Activision","Jun 1, 2000","May 6, 2009 ",7.5,8.2
1805,"Fizz Factor, Pipeworks Software, Inc., Majesco Games","First-Person, 3D, Adventure",Night at the Museum: Battle of the Smithsonian,"DS,Wii,Xbox 360",Majesco Games,"May 5, 2009","May 5, 2009 ",4.5,4.5
1806,"Replay Studios, ML Enterprises","Shooter, Tactical, Third-Person, Action",Velvet Assassin,"Macintosh,PC,Xbox 360","SouthPeak Games, THQ, Ubisoft","Apr 30, 2009","May 5, 2009 ",7.5,6.7
1807,"ML Enterprises, Replay Studios","Third-Person, Action, Shooter, Tactical",Velvet Assassin,"Macintosh,PC,Xbox 360","SouthPeak Games, THQ, Ubisoft","Apr 30, 2009","May 4, 2009 ",7.5,6.7
1808,"Namco, Paon Corporation","2D, Platformer, Action",Klonoa: Door to Phantomile,"PlayStation,Wii","Namco, SCEE, SCEA, Bandai Namco Games, Namco Bandai Games",June 1998,"May 4, 2009 ",7.5,8.4
1809,"Black Wing Foundation, N-Game Studios","Strategy, Real-Time",Stalin vs. Martians,PC,Mezmer Games,"Apr 29, 2009","May 1, 2009 ",1.5,3.4
1810,"Matrix Software, Marvelous","Role-Playing, Action",Avalon Code,DS,"Xseed Games, Rising Star Games, Marvelous","Mar 10, 2009","May 1, 2009 ",5.5,8.1
1811,Broken Rules,"2D, Platformer, Action",And Yet It Moves,"Linux,Macintosh,PC,Wii","Broken Rules, TU Wien","Apr 2, 2009","May 1, 2009 ",7.5,7.3
1812,"Fizz Factor, Pipeworks Software, Inc., Majesco Games","First-Person, 3D, Adventure",Night at the Museum: Battle of the Smithsonian,"DS,Wii,Xbox 360",Majesco Games,"May 5, 2009","May 1, 2009 ",4.5,4.5
1813,"Griptonite Games, Raven Software, Amaze Entertainment, EA Mobile","3D, Beat-'Em-Up, Action",X-MEN ORIGINS: WOLVERINE,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Windows Mobile,Xbox 360","Activision, EA Mobile","May 1, 2009","May 1, 2009 ",7.0,8.0
1814,"Griptonite Games, Raven Software, Amaze Entertainment, EA Mobile","Action, 3D, Beat-'Em-Up",X-MEN ORIGINS: WOLVERINE,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Windows Mobile,Xbox 360","Activision, EA Mobile","May 1, 2009","May 1, 2009 ",7.0,8.0
1815,ACE Team,"First-Person, Adventure, 3D",Zeno Clash,PC,"Zoo Corporation, ACE Team, Tripwire Interactive, Iceberg Interactive","Apr 21, 2009","Apr 30, 2009",6.5,7.5
1816,Cowboy Rodeo,"Flight, Simulation",Air Conflicts: Aces of World War II,PSP,Graffiti Entertainment,"Apr 14, 2009","Apr 28, 2009",6.0,6.5
1817,Neko Entertainment,"Platformer, 2D, Action",Cocoto Platform Jumper,"Game Boy Advance,GameCube,PC,PlayStation 2,Wii","BigBen Interactive, Akella, Neko Entertainment","Apr 27, 2009","Apr 28, 2009",4.0,5.4
1818,Deep Silver,"Puzzle, Action",Professor Heinz Wolff's Gravity,"DS,PC,Wii",Deep Silver,"Nov 28, 2008","Apr 27, 2009",4.5,6.6
1819,Deep Silver,"Action, Puzzle",Professor Heinz Wolff's Gravity,"DS,PC,Wii",Deep Silver,"Nov 28, 2008","Apr 27, 2009",5.0,6.6
1820,Monster Games Inc.,"Arcade, Driving/Racing",Excitebots: Trick Racing,Wii,Nintendo,"Apr 20, 2009","Apr 24, 2009",8.0,8.4
1821,"Broderbund, Douglas E. Smith, Irem, Loriciels, Software Projects Ltd., Hudson, Living Mobile, BallShooter Games, Compile, SystemSoft, Hudson Soft, Banpresto, Sega, Aisystem Tokyo, Southend Interactive, Tozai Games","Puzzle, Action",Lode Runner,"Amstrad CPC,Apple II,Arcade Games,Atari 7800,Atari 8-bit,Atari ST,BBC Micro,Commodore 64,DS,Game Boy Advance,iOS (iPhone/iPad),Macintosh,Mobile,MSX,NEC PC88,NEC PC98,NES,PC,PlayStation,SG-1000,Sharp X1,Sinclair ZX81/Spectrum,TurboGrafx-16,VIC-20,WonderSwan,Xbox 360","Loriciels, Broderbund, Irem, Atari Corporation, Software Projects Ltd., Hudson, Success, Apple, Living Mobile, BallShooter Games, SCEI, SystemSoft, Konami, Hudson Soft, Natsume, Sega, Soft Pro, Pack-In-Video, Banpresto, Tozai Games, Microsoft Game Studios",1983,"Apr 24, 2009",8.0,7.6
1822,Action Forms Ltd.,"First-Person, Shooter, 3D, Action",Cryostasis: The Sleep of Reason,PC,"505 Games, Zoo Corporation, 1C, Aspyr","Apr 24, 2009","Apr 24, 2009",8.0,7.3
1823,Pelfast,Strategy,Comet Crash,PlayStation 3,Pelfast,"Apr 2, 2009","Apr 22, 2009",9.0,7.6
1824,Omega Force,"3D, Beat-'Em-Up, Action",Dynasty Warriors: Gundam 2,"PlayStation 2,PlayStation 3,Xbox 360","Namco Bandai Games, Bandai Namco Games, Koei","Apr 21, 2009","Apr 22, 2009",4.0,7.4
1825,Relic,"Strategy, Real-Time",Company of Heroes: Tales of Valor,PC,"Zoo Corporation, THQ","Apr 7, 2009","Apr 21, 2009",6.0,7.4
1826,Omega Force,"3D, Beat-'Em-Up, Action",Dynasty Warriors: Gundam 2,"PlayStation 2,PlayStation 3,Xbox 360","Namco Bandai Games, Bandai Namco Games, Koei","Apr 21, 2009","Apr 21, 2009",4.0,7.4
1827,Omega Force,"Action, 3D, Beat-'Em-Up",Dynasty Warriors: Gundam 2,"PlayStation 2,PlayStation 3,Xbox 360","Bandai Namco Games, Namco Bandai Games, Koei","Apr 21, 2009","Apr 21, 2009",4.0,7.4
1828,SCE Japan Studio,Action,Patapon 2,"PlayStation 4,PSP","Sony Interactive Entertainment, SCEI, SCEE, SCE Australia, SCEA, SCE Korea","May 5, 2009","Apr 20, 2009",8.0,8.7
1829,Dimps Corporation,Action,Dragon Ball: Evolution,PSP,"Namco Bandai Games, Bandai Namco Games","Apr 8, 2009","Apr 20, 2009",3.5,2.8
1830,1C:Ino-Co,"Turn-Based, Strategy",Elven Legacy,PC,"Paradox Interactive, CyberFront","Apr 7, 2009","Apr 20, 2009",7.5,6.6
1831,Sumo Digital,"Driving/Racing, Arcade",OutRun: Online Arcade,Xbox 360,Sega,"Apr 15, 2009","Apr 17, 2009",7.5,7.7
1832,Milestone S.r.l,"Simulation, Driving/Racing",MotoGP 08,"PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Capcom,"Oct 28, 2008","Apr 17, 2009",4.5,6.9
1833,EA Bright Light,Music/Rhythm,Zubo,DS,Electronic Arts,"Mar 10, 2009","Apr 16, 2009",7.5,7.2
1834,"Sky Fallen, Gaijin Entertainment","Arcade, Driving/Racing",Death Track: Resurrection,"PC,PlayStation 3","1C, Aspyr, Excalibur Publishing Limited, Gaijin Entertainment","Mar 31, 2009","Apr 16, 2009",5.5,6.1
1835,"Revolution Software, Astraware",Adventure,Broken Sword: The Shadow of the Templars,"Android,DS,Game Boy Advance,iOS (iPhone/iPad),Linux,Macintosh,Mobile,PC,PlayStation,Wii","Revolution Software, Ubisoft, Bam Entertainment, Astraware, Sold Out Software, Virgin Interactive, Kalypso, SCEE, THQ","Sep 30, 1996","Apr 16, 2009",8.0,8.5
1836,Gas Powered Games,"Strategy, MOBA",Demigod,PC,"Stardock, ak tronic","Apr 14, 2009","Apr 15, 2009",6.5,7.3
1837,"Magellan Interactive, Big Fish Games, Gamenauts, Inc., Destineer",Adventure,Cate West: The Vanishing Files,"DS,iOS (iPhone/iPad),PC,Wii","Destineer, Big Fish Games, Real Arcade","Feb 6, 2008","Apr 15, 2009",6.0,6.9
1838,Tarsier Studios,Party/Minigame,Rag Doll Kung Fu: Fists of Plastic,PlayStation 3,"SCEE, SCEI, SCEA","Apr 9, 2009","Apr 14, 2009",5.5,6.5
1839,Killaware,Adventure,Lux-Pain,DS,"Rising Star Games, Marvelous, Ignition Entertainment","Mar 27, 2009","Apr 14, 2009",3.5,7.0
1840,Proper Games,"Action, Puzzle",FLOCK!,"PC,PlayStation 3,Xbox 360",Capcom,"Apr 7, 2009","Apr 14, 2009",7.0,6.7
1841,Proper Games,"Action, Puzzle",FLOCK!,"PC,PlayStation 3,Xbox 360",Capcom,"Apr 7, 2009","Apr 14, 2009",7.0,6.7
1842,Proper Games,"Action, Puzzle",FLOCK!,"PC,PlayStation 3,Xbox 360",Capcom,"Apr 7, 2009","Apr 14, 2009",7.0,6.7
1843,Game Freak,"Management, Role-Playing",Pokemon Diamond / Pearl / Platinum Version,DS,Nintendo,"Apr 22, 2007","Apr 13, 2009",8.0,8.9
1844,Digital Extremes,"Third-Person, 3D, Action, Shooter",Dark Sector,"PC,PlayStation 3,Xbox 360","E-Frontier, TGC, Aspyr, ND Games, D3Publisher","Mar 25, 2008","Apr 13, 2009",7.0,7.6
1845,Starbreeze,"Action, First-Person, Shooter, 3D",The Chronicles of Riddick: Assault on Dark Athena,"Macintosh,PC,PlayStation 3,Xbox 360","Virtual Programming, Atari SA, Tigon","Apr 7, 2009","Apr 10, 2009",7.0,7.9
1846,Starbreeze,"3D, Action, First-Person, Shooter",The Chronicles of Riddick: Assault on Dark Athena,"Macintosh,PC,PlayStation 3,Xbox 360","Virtual Programming, Atari SA, Tigon","Apr 7, 2009","Apr 10, 2009",7.0,7.9
1847,Starbreeze,"First-Person, Shooter, 3D, Action",The Chronicles of Riddick: Assault on Dark Athena,"Macintosh,PC,PlayStation 3,Xbox 360","Virtual Programming, Atari SA, Tigon","Apr 7, 2009","Apr 10, 2009",7.0,7.9
1848,Taito Corporation,Simulation,Gardening Mama,"DS,iOS (iPhone/iPad)","505 Games, Taito Corporation, Majesco Games","Mar 31, 2009","Apr 10, 2009",7.0,6.9
1849,NanaOn-Sha,Music/Rhythm,Major Minor's Majestic March,Wii,"Majesco Games, Square Enix","Apr 2, 2009","Apr 8, 2009 ",4.5,3.7
1850,Massive Entertainment,"Strategy, Real-Time",World in Conflict: Soviet Assault,PC,"Ubisoft, Rondomedia","Mar 10, 2009","Apr 8, 2009 ",4.5,6.9
1851,Irem,"Beat-'Em-Up, Action, 2D",Hammerin' Hero,PSP,"Irem, ATLUS, DHM Interactive","Apr 7, 2009","Apr 8, 2009 ",6.0,6.7
1852,Square Enix,"Action, Role-Playing",Final Fantasy Crystal Chronicles: Echoes of Time,"DS,Wii",Square Enix,"Mar 24, 2009","Apr 8, 2009 ",6.5,7.9
1853,Square Enix,"Action, Role-Playing",Final Fantasy Crystal Chronicles: Echoes of Time,"DS,Wii",Square Enix,"Mar 24, 2009","Apr 8, 2009 ",6.0,7.9
1854,EA Redwood Shores,"Action, Adventure",The Godfather II,"PC,PlayStation 3,Xbox 360",Electronic Arts,"Apr 7, 2009","Apr 7, 2009 ",4.5,7.0
1855,EA Redwood Shores,"Adventure, Action",The Godfather II,"PC,PlayStation 3,Xbox 360",Electronic Arts,"Apr 7, 2009","Apr 7, 2009 ",4.5,7.0
1856,EA Redwood Shores,"Adventure, Action",The Godfather II,"PC,PlayStation 3,Xbox 360",Electronic Arts,"Apr 7, 2009","Apr 7, 2009 ",4.5,7.0
1857,From Software,"Action, Adventure",Ninja Blade,"PC,Xbox 360","Noviy Disk, ND Games, Iceberg Interactive, From Software","Apr 7, 2009","Apr 7, 2009 ",7.5,7.3
1858,"TickTock Games, Kavcom Limited, Doublesix","Shooter, Third-Person, 3D, Action",Burn Zombie Burn,"Android,iOS (iPhone/iPad),Macintosh,Ouya,PC,PlayStation 3","Kavcom Limited, Doublesix, P2 Games, Lace Mamba Global, Pinnacle","Mar 26, 2009","Apr 6, 2009 ",7.0,7.4
1859,"Haemimont Games, Kalypso","Strategy, Real-Time",Grand Ages: Rome,PC,"Viva Media, LLC, Kalypso, ak tronic, Focus Multimedia, Zoo Corporation, Ubisoft","Mar 17, 2009","Apr 6, 2009 ",5.5,7.1
1860,Skip Ltd.,Puzzle,Art Style: AQUIA,DS,Nintendo,"Apr 5, 2009","Apr 6, 2009 ",7.0,7.3
