,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
156,"Tiertex Design Studios, Pacific Coast Power & Light","Arcade, Driving/Racing",MX 2002 featuring Ricky Carmichael,"Game Boy Advance,PlayStation 2,Xbox",THQ,"Jul 3, 2001","Jul 3, 2001 ",7.6,7.7
157,Impressions Games,"Management, Strategy",Zeus: Master of Olympus,PC,"Sierra Entertainment, Sold Out Software","Oct 22, 2000","Jul 3, 2001 ",8.5,8.6
158,Success,"Turn-Based, Strategy",Battle Hunter,PlayStation,"Hamster, Midas Interactive Entertainment, Success, SCEA, Agetec Inc.","Jun 1, 2001","Jul 3, 2001 ",5.7,7.2
159,"Blizzard North, Blizzard Entertainment","Role-Playing, Action",Diablo II,"Macintosh,PC","Blizzard Entertainment, Sierra Entertainment, Havas Interactive, VU Games","Jun 29, 2000","Jul 2, 2001 ",8.2,9.0
160,"Runecraft, Raven Software","3D, Action, First-Person, Shooter",Soldier of Fortune,"Dreamcast,Linux,PC","Crave, Loki Entertainment, Activision","Feb 29, 2000","Jul 2, 2001 ",7.3,8.0
161,Kemco,Party/Minigame,Tweety & The Magic Gems,Game Boy Advance,Kemco,"Jul 9, 2001","Jul 2, 2001 ",3.2,5.6
162,Gizmo,"Real-Time, Strategy",Star Trek: Deep Space Nine: Dominion Wars,PC,Simon & Schuster,"Jun 10, 2001","Jun 29, 2001",6.0,6.9
163,IncaGold,"Arcade, Driving/Racing",Hot Wired,PC,Xicat Interactive,"Jun 21, 2001","Jun 28, 2001",4.3,5.4
164,"Capcom, Klein Computer Entertainment","2D, Action, Fighting",Capcom vs. SNK: Millennium Fight 2000 Pro,"Arcade Games,Dreamcast,PlayStation",Capcom,"Aug 14, 2002","Jun 27, 2001",6.9,7.8
165,Random Games Inc.,Trivia/Board Game,Rules of the Game,PC,Infogrames,"Jun 7, 2001","Jun 27, 2001",5.6,6.3
166,"Beamdog, Overhaul Games, MumboJumbo, Ideas From the Deep, BioWare, Interplay",Role-Playing,Baldur's Gate II: Shadows of Amn,"iOS (iPhone/iPad),Linux,Macintosh,PC","Beamdog, Overhaul Games, Mac Play, Virgin Interactive, Interplay, Koch Media, Sega, Atari Corporation","Sep 24, 2000","Jun 26, 2001",8.7,9.2
167,Eighting/Raizing,"Action, Fighting, 3D",Bloody Roar 3,"Arcade Games,PlayStation 2","Hudson, Virgin Interactive, Activision","Jun 25, 2001","Jun 26, 2001",5.5,7.3
168,"Darkworks, Pocket Studios, Spiral House","3D, Action, Adventure, Survival",Alone in the Dark: The New Nightmare,"Dreamcast,Game Boy Color,PC,PlayStation,PlayStation 2","Infogrames, Atari SA, Sold Out Software, CyberFront, Capcom, SCEA","Jun 18, 2001","Jun 26, 2001",6.4,7.2
169,"Capcom, TOSE","Action, Adventure, Survival, 3D",Resident Evil 3: Nemesis,"Dreamcast,GameCube,PC,PlayStation","Capcom, Virgin Interactive, Media Kite, Big Bytes, Eidos Interactive, DigiCube, Sourcenext, Xplosiv","Nov 11, 1999","Jun 25, 2001",6.9,8.5
170,Jellyvision,Trivia/Board Game,"Who Wants to Be a Millionaire, 3rd Edition",PC,Buena Vista Interactive,"May 20, 2001","Jun 25, 2001",4.6,6.1
171,"Sega, CRI, Acclaim Studios Cheltenham","Driving/Racing, Arcade",18 Wheeler: American Pro Trucker,"Arcade Games,Dreamcast,GameCube,PlayStation 2","Sega, Acclaim, Acclaim Japan",2000,"Jun 25, 2001",6.5,5.8
172,Jellyvision,Trivia/Board Game,Who Wants to Be a Millionaire 3rd Edition,PlayStation,SCEA,"Jun 11, 2001","Jun 22, 2001",4.5,5.0
173,"Team 17, Fluid Studios, Paragon 5","Strategy, Turn-Based",Worms World Party,"Dreamcast,Game Boy Advance,Gizmondo,N-Gage,PC,PlayStation","Titus Software, Ubisoft, Team 17, Nokia, Sold Out Software","Jun 3, 2001","Jun 22, 2001",7.4,8.4
174,Bizarre Creations,"3D, Action, Shooter, Third-Person",Fur Fighters: Viggo's Revenge,PlayStation 2,Acclaim,"Jun 3, 2001","Jun 22, 2001",7.3,7.4
175,Sierra Entertainment,Trivia/Board Game,Ripley's Believe It or Not! (2001),PC,Sierra Entertainment,"Jun 4, 2001","Jun 21, 2001",7.0,6.4
176,"Team 17, Fluid Studios, Paragon 5","Turn-Based, Strategy",Worms World Party,"Dreamcast,Game Boy Advance,Gizmondo,N-Gage,PC,PlayStation","Titus Software, Ubisoft, Team 17, Nokia, Sold Out Software","Jun 3, 2001","Jun 21, 2001",8.4,8.4
177,LucasArts,"3D, Adventure, Third-Person",Escape from Monkey Island,"Macintosh,PC,PlayStation 2","Aspyr, LucasArts","Nov 8, 2000","Jun 21, 2001",8.1,8.4
178,Cornered Rat,"First-Person, Shooter, Team-Based, 3D, Action",World War II Online: Blitzkrieg,PC,Strategy First,"Jun 4, 2001","Jun 20, 2001",5.8,8.0
179,"EA Sports, NuFX","Basketball, Sports, Team-Based, Arcade",NBA Street,"GameCube,PlayStation 2","EA Sports Big, Electronic Arts Victor","Jun 18, 2001","Jun 20, 2001",9.3,8.7
180,Mucky Foot Productions,"Management, Strategy",Startopia,PC,"Eidos Interactive, Square Enix, Sold Out Software","Jun 19, 2001","Jun 19, 2001",8.3,8.6
181,Jester Interactive,Music/Rhythm,MTV Music Generator 2,PlayStation 2,Codemasters,"May 19, 2001","Jun 19, 2001",7.0,7.2
182,"Sonic Team, Sega","Action, Platformer, 3D",Sonic Adventure 2,"Dreamcast,GameCube,PC,PlayStation 3,Xbox 360",Sega,"Jun 18, 2001","Jun 19, 2001",8.6,8.5
183,"Incognito Inc., SCEA",Simulation,Twisted Metal: Black,"PlayStation 2,PlayStation 3,PlayStation 4","SCEE, SCEA","Jun 18, 2001","Jun 18, 2001",9.5,8.7
184,Flying Tiger Development,"Light-Gun, Action, Shooter",Time Crisis: Project Titan,PlayStation,"SCEE, Namco","Jun 20, 2001","Jun 18, 2001",6.4,7.2
185,Rage Software,Strategy,Hostile Waters: Antaeus Rising,PC,"Sold Out Software, KISS Ltd., Rage Software, Interplay","Jun 13, 2001","Jun 18, 2001",8.5,8.8
186,Beyond Games,Simulation,Motor Mayhem: Vehicular Combat League,PlayStation 2,Infogrames,"Jun 20, 2001","Jun 14, 2001",7.2,7.7
187,Torus Games,"2D, Action, Platformer",Spider-Man 2: The Sinister Six,Game Boy Color,Activision,"May 30, 2001","Jun 14, 2001",6.6,6.6
188,Westwood Studios,"Strategy, Real-Time",Emperor: Battle for Dune,PC,"EA Games, Electronic Arts","Jun 12, 2001","Jun 14, 2001",8.3,8.5
189,Digital Eclipse,"Platformer, Action, 2D",X-Men: Wolverine's Rage,Game Boy Color,Activision,"May 15, 2001","Jun 13, 2001",5.4,6.5
190,Cat Daddy Games,"Management, Strategy",Golf Resort Tycoon,PC,Activision Value,"May 31, 2001","Jun 13, 2001",6.2,6.3
191,Gratuitous Games,"Driving/Racing, Arcade",CART Fury Championship Racing,PlayStation 2,Midway,"May 25, 2001","Jun 12, 2001",5.7,6.2
192,David A. Palmer Productions,"Platformer, 2D, Action",Commander Keen,Game Boy Color,Activision,"May 30, 2001","Jun 12, 2001",6.8,5.9
193,"Kavcom Limited, Bitmap Brothers","Strategy, Real-Time",Steel Soldiers,"Android,iOS (iPhone/iPad),PC","Kavcom Limited, KISS Ltd., EON Digital Entertainment, Sold Out Software","Jun 14, 2001","Jun 12, 2001",6.8,7.6
194,DC Studios,"Action, Shooter, Third-Person, 3D",Army Men Advance,Game Boy Advance,3DO,"Jun 10, 2001","Jun 11, 2001",4.4,5.7
195,Vaill,"Fighting, Action, Wrestling",Fire Pro Wrestling (2001),Game Boy Advance,"Bam Entertainment, Spike","Jun 10, 2001","Jun 11, 2001",8.7,7.9
196,"Kuju Entertainment, Auran, Maple Leaf Tracks",Simulation,Microsoft Train Simulator,PC,"Empire Interactive, Ubisoft, Microsoft Game Studios, Strategy First","May 31, 2001","Jun 11, 2001",8.2,8.0
197,"Sega, Sonic Team",Puzzle,ChuChu Rocket!,"Android,Dreamcast,Game Boy Advance,iOS (iPhone/iPad)","Sega, Infogrames","Feb 29, 2000","Jun 11, 2001",7.4,7.9
198,"Mass Media, Namco",Compilation,Namco Museum (2002),"Dreamcast,Game Boy Advance,GameCube,PlayStation 2,PSP,Xbox","Namco, Bandai Namco Games, Infogrames","Jun 25, 2000","Jun 11, 2001",7.2,7.3
199,Artoon,"Action, 2D, Platformer",Pinobee: Wings of Adventure,Game Boy Advance,"Activision, Hudson","May 30, 2001","Jun 11, 2001",5.4,4.7
200,"Ubisoft, Digital Eclipse, Ubisoft Montpellier","Platformer, 2D, Action",Rayman,"Android,DS,Game Boy Advance,Game Boy Color,iOS (iPhone/iPad),Jaguar,PC,PlayStation,Saturn","Ubisoft, ak tronic, SoftKey, Tec Toy","Sep 1, 1995","Jun 11, 2001",7.6,8.0
201,KCEK,"Arcade, Driving/Racing",Konami Krazy Racers,Game Boy Advance,Konami,"Jun 10, 2001","Jun 8, 2001 ",8.1,8.3
202,"Midway, Point of View","Boxing, Sports",Ready 2 Rumble Boxing: Round 2,"Dreamcast,Game Boy Advance,Nintendo 64,PlayStation,PlayStation 2",Midway,"Oct 23, 2000","Jun 8, 2001 ",7.6,7.6
203,"Gameloft, Eurocom Entertainment Software, Game Titan, Shiny Entertainment, Kinesoft","Platformer, 2D, Action",Earthworm Jim,"BlackBerry,DS,Game Boy,Game Boy Advance,GameGear,Genesis,iOS (iPhone/iPad),PC,PlayStation 3,Sega Master System,Super Nintendo,Windows Mobile,Xbox 360","Gameloft, Playmates, Interplay, Majesco Games, Virgin Interactive, Tec Toy, Sega, Activision, Takara, Microsoft Game Studios","Jun 9, 1994","Jun 8, 2001 ",7.5,8.1
204,ATLUS,Sports,Super Dodge Ball Advance,Game Boy Advance,"Ubisoft, ATLUS","Jun 10, 2001","Jun 8, 2001 ",7.1,7.8
205,Hothouse Creations,Strategy,Gangsters 2: Vendetta,PC,Eidos Interactive,"Jun 5, 2001","Jun 8, 2001 ",5.4,7.4
206,Gearbox Software,"3D, Action, First-Person, Shooter",Half-Life: Blue Shift,"Linux,Macintosh,PC","Valve Software, Sierra Entertainment","Jun 11, 2001","Jun 8, 2001 ",7.0,7.8
207,"Cosmi, Mattel","Bowling, Sports",Bowling,"Commodore 64,Intellivision","High Tech, Mattel, INTV",1981,"Jun 7, 2001 ",2.3,5.9
208,Shin'en,"Action, On-Rails, Shooter, 3D",Iridion 3D,Game Boy Advance,"Majesco Games, Interplay","May 29, 2001","Jun 7, 2001 ",5.6,5.7
209,MTO,"Driving/Racing, Simulation",GT Advance Championship Racing,Game Boy Advance,"THQ, MTO","Jun 8, 2001","Jun 7, 2001 ",7.3,7.5
