,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
146,iEntertainment Network,"Simulation, Flight",WarBirds III Fighter Pilot Academy,PC,"Tiscali, Simon & Schuster","Mar 19, 2002","May 17, 2002",8.0,7.9
147,Webfoot Technologies,"Action, Role-Playing",Dragon Ball Z: The Legacy of Goku,Game Boy Advance,Infogrames,"May 14, 2002","May 17, 2002",5.4,6.4
148,"Gaelco, Raylight Studios, Point of View, Namco","Arcade, Driving/Racing",Smashing Drive,"Arcade Games,Game Boy Advance,GameCube,Xbox","Gaelco, Zoo Digital Publishing, DSI Games, Namco","Feb 18, 2002","May 16, 2002",3.5,4.8
149,Legacy Interactive,"Action, Adventure",Combat Medic: Special Operations,PC,Legacy Interactive,"Apr 30, 2002","May 14, 2002",4.2,4.8
150,"Art, Metro Graphics",Music/Rhythm,Britney's Dance Beat,"Game Boy Advance,PC,PlayStation 2","THQ, Sega","Mar 25, 2002","May 14, 2002",6.9,5.4
151,"LucasArts, Secret Level",Simulation,Star Wars: Jedi Starfighter,"PlayStation 2,PlayStation 4,Xbox","Electronic Arts, LucasArts, Activision, Disney Interactive Studios","Mar 10, 2002","May 14, 2002",7.0,7.7
152,Antidote Entertainment,"Arcade, Driving/Racing",Ambulance Driver,PC,ValuSoft,"Mar 31, 2002","May 13, 2002",1.4,4.2
153,Bethesda Softworks,Role-Playing,The Elder Scrolls III: Morrowind,"PC,Xbox","Ubisoft, Bethesda Softworks, Mastertronic, Sold Out Software, ak tronic","May 1, 2002","May 10, 2002",8.7,8.8
154,Amuze,"Action, Adventure",Headhunter,"Dreamcast,PlayStation 2","Sega, Acclaim","May 9, 2002","May 10, 2002",7.7,7.7
155,"TOSE, EA Sports, EA Canada, Software Creations","Soccer, Sports, Team-Based, Simulation",2002 FIFA World Cup,"GameCube,PC,PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts Victor, Electronic Arts","Apr 22, 2002","May 9, 2002 ",6.8,7.5
156,"TOSE, EA Sports, EA Canada, Software Creations","Team-Based, Simulation, Soccer, Sports",2002 FIFA World Cup,"GameCube,PC,PlayStation,PlayStation 2,Xbox","Electronic Arts Victor, EA Sports, Electronic Arts","Apr 22, 2002","May 9, 2002 ",8.8,7.5
157,"Xicat Interactive, Sims","Hunting/Fishing, Sports",Top Angler,"GameCube,PlayStation 2","Xicat Interactive, THQ, Sims","Mar 28, 2002","May 8, 2002 ",4.1,5.7
158,Lankhor,"Management, Strategy",Ski Park Manager,PC,"Frogster Interactive, Microids, Sold Out Software","Feb 24, 2002","May 8, 2002 ",5.4,6.1
159,Quest,"Strategy, Turn-Based",Tactics Ogre: The Knight of Lodis,Game Boy Advance,"ATLUS, Nintendo","May 11, 2002","May 7, 2002 ",9.1,9.0
160,Object,"Strategy, Real-Time",Dragon Throne: Battle of Red Cliffs,PC,"Mindscape Inc., Strategy First","Mar 26, 2002","May 6, 2002 ",6.6,7.5
161,Konami,Music/Rhythm,Dance Dance Revolution Konamix,PlayStation,Konami,"Apr 25, 2002","May 6, 2002 ",6.9,8.0
162,AI,"2D, Platformer, Action",Blender Bros.,Game Boy Advance,"Infogrames, Hudson","Apr 15, 2002","May 3, 2002 ",7.4,6.4
163,"Climax Group, Pixelogic","Driving/Racing, Arcade",The Italian Job,"GameCube,PC,PlayStation,PlayStation 2,Xbox","Eidos Interactive, Global Star Software, SCi, Sold Out Software, Rockstar Games","Aug 19, 2002","May 2, 2002 ",7.3,6.2
164,"TOSE, EA Sports, EA Canada, Software Creations","Sports, Team-Based, Simulation, Soccer",2002 FIFA World Cup,"GameCube,PC,PlayStation,PlayStation 2,Xbox","Electronic Arts Victor, EA Sports, Electronic Arts","Apr 22, 2002","May 2, 2002 ",7.4,7.5
165,Eagle Dynamics,"Simulation, Flight",Flanker 2.5,PC,Ubisoft,"Mar 26, 2002","May 2, 2002 ",8.5,8.0
166,Ratbag,"Driving/Racing, Simulation",World of Outlaws: Sprint Cars 2002,"PC,PlayStation 2","Infogrames, Ignition Entertainment","Mar 26, 2002","Apr 30, 2002",6.7,8.1
167,ProSim,"Real-Time, Strategy",BCT Commander,PC,Shrapnel Games,"Feb 23, 2002","Apr 30, 2002",7.0,6.8
168,Artificial Mind and Movement,"Action, 2D, Platformer",Ice Age,Game Boy Advance,Ubisoft,"Mar 18, 2002","Apr 30, 2002",3.3,4.4
169,"Capcom, NexTech","Survival, Action, Adventure, 3D",Resident Evil,"DS,PC,PlayStation,Saturn","Capcom, Nintendo, Virgin Interactive, PCHome, NEC, Media Kite, Tec Toy","Mar 30, 1996","Apr 29, 2002",8.9,8.7
170,Kamehan Studios,"3D, Action, First-Person, Shooter",Tactical Ops: Assault on Terror,PC,"MicroProse, Atari SA, ak tronic, Infogrames, Sold Out Software","Apr 24, 2002","Apr 26, 2002",6.2,7.6
171,Out Of The Park Developments,"Simulation, Sports, Team-Based, Baseball",Season Ticket Baseball 2003,PC,Infogrames,"Mar 24, 2002","Apr 25, 2002",8.4,8.5
172,"Atari Games (Midway), Pocket Studios, Midway","Beat-'Em-Up, 3D, Action",Gauntlet: Dark Legacy,"Arcade Games,Game Boy Advance,GameCube,PlayStation 2,Xbox",Midway,2000,"Apr 25, 2002",5.1,7.5
173,Criterion Games,"Arcade, Driving/Racing",Burnout,"GameCube,PlayStation 2,Xbox",Acclaim,"Nov 1, 2001","Apr 25, 2002",7.3,7.7
174,Criterion Games,"Driving/Racing, Arcade",Burnout,"GameCube,PlayStation 2,Xbox",Acclaim,"Nov 1, 2001","Apr 25, 2002",7.3,7.7
175,Cat Daddy Games,"Management, Strategy",Casino Mogul,PC,DreamCatcher Interactive,"Mar 17, 2002","Apr 24, 2002",6.4,5.8
176,"MumboJumbo, Monolith Productions","Shooter, 3D, Action, First-Person",The Operative: No One Lives Forever,"Macintosh,PC,PlayStation 2","Mac Play, Sierra Entertainment, Fox Interactive, CyberFront, Empire Interactive, VU Games","Nov 11, 2000","Apr 24, 2002",4.6,8.7
177,"TOSE, EA Sports, EA Canada, Software Creations","Simulation, Soccer, Sports, Team-Based",2002 FIFA World Cup,"GameCube,PC,PlayStation,PlayStation 2,Xbox","Electronic Arts Victor, EA Sports, Electronic Arts","Apr 22, 2002","Apr 24, 2002",8.0,7.5
178,"TOSE, EA Sports, EA Canada, Software Creations","Sports, Team-Based, Simulation, Soccer",2002 FIFA World Cup,"GameCube,PC,PlayStation,PlayStation 2,Xbox","Electronic Arts Victor, EA Sports, Electronic Arts","Apr 22, 2002","Apr 24, 2002",7.4,7.5
179,Monte Cristo Multimedia,"Management, Strategy",Factory Mogul,PC,DreamCatcher Interactive,"Apr 8, 2002","Apr 23, 2002",6.3,6.9
180,Piranha Games,"First-Person, Shooter, 3D, Action",Die Hard: Nakatomi Plaza,PC,Sierra Entertainment,"Apr 22, 2002","Apr 23, 2002",5.7,6.1
181,"Treyarch, Gray Matter","3D, Beat-'Em-Up, Action",Spider-Man: The Movie,"GameCube,PC,PlayStation 2,Xbox","Activision, Capcom","Apr 14, 2002","Apr 23, 2002",7.2,7.5
182,GSC Game World,"Real-Time, Strategy",Cossacks: The Art of War,PC,"cdv Software, GSC Game World","Mar 31, 2002","Apr 22, 2002",7.8,8.2
183,Gigawatt Studios,"Management, Strategy",Ultimate Ride Coaster Deluxe,PC,Disney Interactive Studios,"Mar 31, 2002","Apr 22, 2002",7.7,8.0
184,Graphic State,"3D, Action, On-Rails, Shooter",Star X,Game Boy Advance,Bam Entertainment,"Apr 17, 2002","Apr 22, 2002",6.8,6.2
185,From Software,Role-Playing,King's Field: The Ancient City,PlayStation 2,"From Software, Agetec Inc., Metro3D","Mar 25, 2002","Apr 22, 2002",6.6,7.2
186,Rockstar San Diego,"Wakeboarding/Surfing, Sports",TransWorld Surf,"PlayStation 2,Xbox","Atari SA, Infogrames","Nov 14, 2001","Apr 22, 2002",7.4,7.5
187,"3d6 Games, Radical Entertainment, Blue Planet Software","Matching/Stacking, Puzzle",Tetris Worlds,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","Success, THQ","Sep 5, 2001","Apr 19, 2002",3.1,5.9
188,Capcom,Role-Playing,Breath of Fire II,"Game Boy Advance,Super Nintendo","Ubisoft, Capcom, Laguna",December 1995,"Apr 19, 2002",7.7,8.4
189,"Treyarch, Gray Matter","Action, 3D, Beat-'Em-Up",Spider-Man: The Movie,"GameCube,PC,PlayStation 2,Xbox","Activision, Capcom","Apr 14, 2002","Apr 19, 2002",7.5,7.5
190,KCEJ,"Boxing, Sports",K-1 World Grand Prix 2001,PlayStation 2,Konami,"Dec 6, 2001","Apr 18, 2002",8.0,8.3
191,"Treyarch, Gray Matter","3D, Beat-'Em-Up, Action",Spider-Man: The Movie,"GameCube,PC,PlayStation 2,Xbox","Activision, Capcom","Apr 14, 2002","Apr 18, 2002",7.4,7.5
192,"Treyarch, Gray Matter","3D, Beat-'Em-Up, Action",Spider-Man: The Movie,"GameCube,PC,PlayStation 2,Xbox","Activision, Capcom","Apr 14, 2002","Apr 18, 2002",7.5,7.5
193,"Treyarch, Gray Matter","3D, Beat-'Em-Up, Action",Spider-Man: The Movie,"GameCube,PC,PlayStation 2,Xbox","Activision, Capcom","Apr 14, 2002","Apr 18, 2002",7.4,7.5
194,Canopy Games,"Action, Shooter, Team-Based, Third-Person, 3D",WWII: Desert Rats,PC,ValuSoft,"Mar 17, 2002","Apr 18, 2002",7.3,7.0
195,KCEA,"Team-Based, Simulation, Soccer, Sports",ESPN MLS ExtraTime 2002,"GameCube,Xbox",Konami,"Mar 25, 2002","Apr 18, 2002",6.4,5.9
196,"Point of View, Midway","Arcade, Soccer, Sports, Team-Based",RedCard 20-03,"GameCube,PlayStation 2,Xbox",Midway,"Apr 16, 2002","Apr 17, 2002",7.8,7.4
197,WayForward,"2D, Action, Platformer",The Scorpion King: Sword of Osiris,Game Boy Advance,Universal Interactive,"Mar 31, 2002","Apr 17, 2002",8.0,7.2
198,Ubisoft Shanghai,"Arcade, Driving/Racing",Rayman Rush,PlayStation,Ubisoft,"Mar 26, 2002","Apr 17, 2002",5.8,6.5
199,"Ubisoft Montreal, Disney Interactive Studios, Ubisoft Shanghai","3D, Action, Platformer",Disney's Donald Duck: Goin' Quackers,"Dreamcast,GameCube,Nintendo 64,PC,PlayStation,PlayStation 2",Ubisoft,"Nov 14, 2000","Apr 17, 2002",6.2,6.7
200,"Art, Metro Graphics",Music/Rhythm,Britney's Dance Beat,"Game Boy Advance,PC,PlayStation 2","THQ, Sega","Mar 25, 2002","Apr 16, 2002",6.4,5.4
201,Konami,"Driving/Racing, Arcade",Motocross Maniacs Advance,Game Boy Advance,Konami,"Mar 21, 2002","Apr 15, 2002",6.2,7.3
202,Traveller's Tales,"Action, 3D, Platformer",Crash Bandicoot: The Wrath of Cortex,"GameCube,PlayStation 2,Xbox","Konami, Universal Interactive, VU Games","Nov 1, 2001","Apr 15, 2002",6.4,7.0
203,Pandemic Studios,"Strategy, Real-Time",Army Men: RTS,"GameCube,PC,PlayStation 2","Global Star Software, 3DO, 2K Games, Capcom","Mar 24, 2002","Apr 15, 2002",7.1,7.8
204,"Cinemaware, Flying Tiger Development",Action,The Three Stooges,"Game Boy Advance,PlayStation",Metro3D,"Mar 31, 2002","Apr 15, 2002",5.0,5.6
205,Digital Eclipse,Compilation,Atari Anniversary Advance,Game Boy Advance,Infogrames,"Mar 25, 2002","Apr 15, 2002",8.0,7.9
206,3DO,Role-Playing,Might and Magic IX,PC,"Sold Out Software, 3DO, Ubisoft","Mar 29, 2002","Apr 12, 2002",6.2,6.3
207,KCEJ,Card Game,Yu-Gi-Oh! Dark Duel Stories,Game Boy Color,Konami,"Mar 18, 2002","Apr 12, 2002",6.2,6.6
208,"Logicware, Inc., id Software, Stalker Entertainment, id Mobile, Infinity, Apogee Software, Ltd., Nerve Software","3D, Action, First-Person, Shooter",Wolfenstein 3D,"3DO,Acorn Archimedes,Game Boy Advance,Jaguar,Macintosh,Mobile,NEC PC98,Online/Browser,PC,PlayStation 3,Super Nintendo,Xbox 360","Interplay, Electronic Arts Victor, Powerslave Software, Bam Entertainment, Mumin Corp., Atari Corporation, Mac Play, Imagineer, Bethesda Softworks, Apogee Software, Ltd., id Software, Activision","May 5, 1992","Apr 12, 2002",5.6,8.2
