,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
138,Camelot Software Planning,Role-Playing,Golden Sun,Game Boy Advance,Nintendo,"Nov 11, 2001","Nov 12, 2001",8.6,9.0
139,MumboJumbo,"Real-Time, Strategy",Myth III: The Wolf Age,"Macintosh,PC","MacSoft, Take-Two Interactive, G.O.D.","Oct 30, 2001","Nov 9, 2001 ",8.4,8.1
140,Microsoft Game Studios,"Team-Based, Football (American), Simulation, Sports",NFL Fever 2002,Xbox,Microsoft Game Studios,"Nov 14, 2001","Nov 9, 2001 ",7.9,7.9
141,"Omni Group, Monolith Productions, Third Law Interactive","Action, First-Person, Shooter, 3D",Aliens Versus Predator 2,"Macintosh,PC","Mac Play, Fox Interactive, Sierra Entertainment","Oct 31, 2001","Nov 9, 2001 ",8.7,8.4
142,"Westlake Interactive, Gearbox Software, Bungie Software, 343 Industries","First-Person, Shooter, 3D, Action",Halo: Combat Evolved,"Macintosh,PC,Xbox,Xbox 360","MacSoft, Microsoft Game Studios","Nov 15, 2001","Nov 9, 2001 ",9.7,9.1
143,Blitz Games,Party/Minigame,Fuzion Frenzy,Xbox,Microsoft Game Studios,"Nov 14, 2001","Nov 9, 2001 ",6.7,7.5
144,"Midway, Black Box","Team-Based, Arcade, Hockey, Sports",NHL Hitz 20-02,"GameCube,PlayStation 2,Xbox",Midway,"Sep 24, 2001","Nov 9, 2001 ",7.0,8.2
145,Factor 5,Simulation,Star Wars Rogue Leader: Rogue Squadron II,GameCube,"LucasArts, Activision","Nov 9, 2001","Nov 8, 2001 ",9.4,8.7
146,"Wow Entertainment, Sega","Light-Gun, Action, Shooter",Vampire Night,"Arcade Games,PlayStation 2","Namco, SCEE",2000,"Nov 8, 2001 ",8.1,8.0
147,Creature Labs,Action,Ms. Pac-Man: Quest for the Golden Maze,PC,Infogrames,"Oct 12, 2001","Nov 8, 2001 ",3.7,6.6
148,"TopWare Interactive, Reality Pump","Strategy, Real-Time",World War III: Black Gold,"Macintosh,PC","TopWare Interactive, JoWooD Entertainment AG","Oct 16, 2001","Nov 7, 2001 ",8.4,7.9
149,Microsoft Game Studios,"Simulation, Flight",Flight Simulator 2002,PC,"Microsoft Game Studios, Empire Interactive","Oct 19, 2001","Nov 7, 2001 ",9.3,8.4
150,"Visual Impact, EA Sports Big, EA Canada","Snowboarding/Skiing, Sports",SSX Tricky,"Game Boy Advance,GameCube,PlayStation 2,Xbox","EA Sports Big, Electronic Arts, Electronic Arts Victor","Nov 5, 2001","Nov 7, 2001 ",9.4,8.8
151,"Amusement Vision, Other Ocean Interactive, Sega",Party/Minigame,Super Monkey Ball,"GameCube,iOS (iPhone/iPad),N-Gage,Windows Mobile","Sega, Nokia","Nov 17, 2001","Nov 7, 2001 ",8.8,8.2
152,Nintendo,"Action, Adventure",Luigi's Mansion,GameCube,Nintendo,"Nov 17, 2001","Nov 7, 2001 ",7.9,8.1
153,Radical Entertainment,"Sports, Snowboarding/Skiing",Dark Summit,"GameCube,PlayStation 2,Xbox","THQ, Radical Entertainment","Nov 12, 2001","Nov 7, 2001 ",7.8,6.4
154,Nintendo Software Technology,"Driving/Racing, Arcade",Wave Race: Blue Storm,GameCube,Nintendo,"Nov 17, 2001","Nov 6, 2001 ",8.5,7.9
155,"Logicware, Inc., id Software, David A. Palmer Productions, Midway Studios - San Diego, Rage Software, Sega, Sculptured Software, Nerve Software","Action, First-Person, Shooter, 3D",Doom (1993),"3DO,Acorn Archimedes,Game Boy Advance,iOS (iPhone/iPad),Jaguar,NEC PC98,PC,PlayStation,Saturn,Sega 32X,Super Nintendo,Xbox 360","Art Data Interactive, Bashou House, R-Comp, Activision, id Software, Mumin Corp., Atari Corporation, Imagineer, Midway, Williams, Soft Bank, GT Interactive, Infogrames, Tec Toy, Sega, Ocean, Bethesda Softworks","Dec 10, 1993","Nov 6, 2001 ",7.9,8.5
156,Terminal Reality,"Driving/Racing, Simulation",4X4 EVO 2,"GameCube,PC,PlayStation 2,Xbox","VU Games, Gathering, Frogster Interactive, Bam Entertainment","Oct 30, 2001","Nov 6, 2001 ",7.8,6.7
157,Cyberlore Studios,Simulation,MechWarrior 4: Black Knight Expansion,PC,Microsoft Game Studios,"Oct 31, 2001","Nov 6, 2001 ",7.6,8.2
158,Angel Studios,"Arcade, Driving/Racing",Smuggler's Run 2: Hostile Territory,PlayStation 2,Rockstar Games,"Oct 30, 2001","Nov 6, 2001 ",8.3,7.9
159,Paradigm Entertainment,"Arcade, Driving/Racing",MX Rider,PlayStation 2,Infogrames,"Oct 30, 2001","Nov 5, 2001 ",7.2,7.2
160,"SNK Playmore, SNK, SNK Corporation, DotEmu, Code Mystics Inc.","2D, Action, Fighting",Garou: Mark of the Wolves,"Android,Arcade Games,Dreamcast,iOS (iPhone/iPad),NeoGeo,Nintendo Switch,PC,PlayStation 2,PlayStation 4,PlayStation Vita,Xbox 360","SNK Playmore, SNK, Agetec Inc., Playmore, Hamster, SNK Corporation",1999,"Nov 5, 2001 ",8.5,8.8
161,House of Tales,Adventure,Mystery of the Druids,PC,"cdv Software, Nordic Games Publishing",2001,"Nov 5, 2001 ",4.6,6.7
162,FireFly Studios,"Strategy, Real-Time",Stronghold,PC,"Gathering, FireFly Studios, E-Frontier","Oct 21, 2001","Nov 2, 2001 ",7.6,8.2
163,"Capcom, Human Soft, Backbone Entertainment, Backbone Emeryville","2D, Action, Fighting",Super Street Fighter II Turbo,"3DO,Amiga,Amiga CD32,Arcade Games,Game Boy Advance,PC,PlayStation 3,Xbox 360","Panasonic, Capcom, GameTek, Gradiente, SCEA, Microsoft","Mar 23, 1994","Nov 2, 2001 ",9.0,8.4
164,Criterion Games,"Arcade, Driving/Racing",Burnout,"GameCube,PlayStation 2,Xbox",Acclaim,"Nov 1, 2001","Nov 2, 2001 ",8.0,7.7
165,RFX Interactive,"Platformer, 2D, Action",Lady Sia,Game Boy Advance,"TDK Mediactive, TDK Core","Oct 15, 2001","Nov 1, 2001 ",8.7,7.7
166,Traveller's Tales,"Action, 3D, Platformer",Crash Bandicoot: The Wrath of Cortex,"GameCube,PlayStation 2,Xbox","VU Games, Konami, Universal Interactive","Nov 1, 2001","Nov 1, 2001 ",6.6,7.0
167,"EA Canada, Electronic Arts","Simulation, Sports, Team-Based, Basketball",NBA Live 2002,"PlayStation,PlayStation 2,Xbox","Electronic Arts, Electronic Arts Victor","Oct 29, 2001","Oct 31, 2001",7.7,7.5
168,h.a.n.d. Inc.,"Action, Puzzle",Bomberman Online,Dreamcast,Sega,"Oct 30, 2001","Oct 31, 2001",6.9,7.7
169,GRIN,"Driving/Racing, Arcade",Ballistics,PC,Xicat Interactive,"Oct 22, 2001","Oct 31, 2001",6.3,7.6
170,"Encore Software, Inc.",Pinball,Williams Pinball Classics,PC,"Encore Software, Inc.","Sep 29, 2001","Oct 31, 2001",7.7,6.4
171,"Titus Software, Digital Integration","Simulation, Flight",Top Gun: Combat Zones,"Game Boy Advance,GameCube,PC,PlayStation 2","Titus Software, Mastiff","Oct 21, 2001","Oct 30, 2001",6.2,6.1
172,"Nixxes Software, Crystal Dynamics","Adventure, Survival, 3D, Action",Soul Reaver 2,"PC,PlayStation 2",Eidos Interactive,"Oct 31, 2001","Oct 30, 2001",8.8,8.6
173,"Vicarious Visions, HotGen, Neversoft Entertainment, Gearbox Software, Edge of Reality, Shaba Games","Sports, Skateboarding/Skating",Tony Hawk's Pro Skater 3,"Game Boy Advance,Game Boy Color,GameCube,Macintosh,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","Activision, Success, Aspyr","Oct 28, 2001","Oct 30, 2001",9.0,8.4
174,"Atari SA, Firaxis Games","Strategy, Turn-Based",Sid Meier's Civilization III,"Macintosh,Mobile,PC","MacSoft, Com2uS, Infogrames, Atari SA, Sold Out Software, CyberFront, Mastertronic, ak tronic, MicroProse, 2K Games","Oct 30, 2001","Oct 30, 2001",9.2,8.7
175,"Vicarious Visions, HotGen, Neversoft Entertainment, Gearbox Software, Edge of Reality, Shaba Games","Sports, Skateboarding/Skating",Tony Hawk's Pro Skater 3,"Game Boy Advance,Game Boy Color,GameCube,Macintosh,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","Activision, Success, Aspyr","Oct 28, 2001","Oct 29, 2001",10.0,8.4
176,"Runecraft, HotGen, Gray Matter, Shaba Games",Sports,Mat Hoffman's Pro BMX,"Dreamcast,Game Boy Advance,Game Boy Color,PC,PlayStation","Activision, Success","May 14, 2001","Oct 29, 2001",7.8,7.4
177,Charybdis,"Strategy, Real-Time",Magic & Mayhem: The Art of Magic,PC,"Sold Out Software, Virgin Interactive, Bethesda Softworks","Oct 26, 2001","Oct 29, 2001",6.5,6.7
178,Mythic Entertainment,"MMO, Role-Playing",Dark Age of Camelot,PC,"Mythic Entertainment, EA Games, Koch Media","Sep 1, 2001","Oct 26, 2001",9.1,8.1
179,Exakt,"Driving/Racing, Simulation",Supercar Street Challenge,"PC,PlayStation 2","Activision, Success","Oct 22, 2001","Oct 26, 2001",5.8,5.6
180,Core Design Ltd.,"Action, Adventure",Project Eden,"PC,PlayStation 2","Sold Out Software, Eidos Interactive","Oct 8, 2001","Oct 26, 2001",7.6,7.3
181,Core Design Ltd.,"Adventure, Action",Project Eden,"PC,PlayStation 2","Eidos Interactive, Sold Out Software","Oct 8, 2001","Oct 25, 2001",7.8,7.3
182,Visual Concepts,"Simulation, Sports, Team-Based, Basketball",NBA 2K2,"Dreamcast,GameCube,PlayStation 2,Xbox",Sega,"Oct 24, 2001","Oct 25, 2001",9.7,8.4
183,"War Drum Studios, Rockstar North, DMA Design, Rockstar Vienna","Action, Adventure",Grand Theft Auto III,"Android,iOS (iPhone/iPad),Macintosh,PC,PlayStation 2,PlayStation 4,Xbox","Rockstar Games, Capcom, ak tronic, Take-Two Interactive, SCEA","Oct 22, 2001","Oct 24, 2001",9.6,9.0
184,Hitmaker,"Sports, Tennis",Virtua Tennis 2,"Arcade Games,Dreamcast,PlayStation 2","Sega, Acclaim","Oct 24, 2001","Oct 24, 2001",8.5,8.6
185,"Microsoft Game Studios, Blue Fang Games","Strategy, Management",Zoo Tycoon (2001),"Macintosh,PC","Aspyr, Ubisoft, Microsoft Game Studios, ak tronic","Oct 17, 2001","Oct 24, 2001",7.1,7.8
186,"BudCat, 3d6 Games, EA Sports","Simulation, Sports, Team-Based, Football (American)",Madden NFL 2002,"Game Boy Advance,Game Boy Color,GameCube,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts, Electronic Arts Victor","Aug 13, 2001","Oct 23, 2001",9.1,8.1
187,Project Aces,"Flight, Simulation",Ace Combat 04: Shattered Skies,PlayStation 2,"Namco, SCEE","Nov 1, 2001","Oct 23, 2001",8.8,8.8
188,EA Sports,"Driving/Racing, Simulation",F1 2001,"PC,PlayStation 2,Xbox","Electronic Arts, EA Sports, Electronic Arts Victor","Oct 1, 2001","Oct 23, 2001",8.0,8.0
189,Big Grub,Action,Zoboomafoo: Leapin' Lemurs!,PlayStation,"Encore Software, Inc.","Oct 7, 2001","Oct 22, 2001",3.8,4.6
190,Ascaron Entertainment GmbH,"Strategy, Real-Time",Patrician II: Quest for Power,PC,"Infogrames, Strategy First","Oct 8, 2001","Oct 22, 2001",7.7,7.8
191,3LV Games,Action,WWII Iwo Jima,PC,ValuSoft,"Oct 14, 2001","Oct 22, 2001",4.3,5.6
192,Core Design Ltd.,"Simulation, Flight",Thunderstrike: Operation Phoenix,PlayStation 2,Eidos Interactive,"Oct 15, 2001","Oct 19, 2001",7.8,6.8
193,SCE Santa Monica,"Arcade, Driving/Racing",Kinetica,"PlayStation 2,PlayStation 4","SCEA, Sony Interactive Entertainment, SCEE","Oct 14, 2001","Oct 19, 2001",7.0,7.4
194,THQ,"Sports, Hunting/Fishing",BASS Strike,PlayStation 2,"Capcom, THQ","Sep 26, 2001","Oct 19, 2001",5.1,5.9
195,NetDevil,Simulation,Jumpgate: The Reconstruction Initiative,PC,3DO,"Sep 23, 2001","Oct 19, 2001",8.6,7.8
196,"Activision, Traveller's Tales",Trivia/Board Game,The Weakest Link,"PC,PlayStation,PlayStation 2",Activision,"Sep 24, 2001","Oct 18, 2001",4.4,5.8
197,Broadsword Interactive,"Simulation, Driving/Racing",Paris-Dakar Rally,"PC,PlayStation 2",Acclaim,"Oct 9, 2001","Oct 18, 2001",2.9,4.4
198,Gigawatt Studios,"Management, Strategy",Ultimate Ride,PC,Disney Interactive Studios,"Sep 30, 2001","Oct 17, 2001",7.5,7.7
199,Blitz Games,Action,The Mummy Returns,PlayStation 2,Universal Interactive,"Apr 26, 2001","Oct 17, 2001",6.3,5.7
200,Capcom,"Action, Adventure",Devil May Cry,PlayStation 2,Capcom,"Oct 16, 2001","Oct 17, 2001",9.1,9.0
201,Vicarious Visions,"Action, Adventure",Spider-Man 2: Enter: Electro,PlayStation,"Activision, Success","Oct 19, 2001","Oct 16, 2001",7.1,7.9
202,"Black Box, EA Sports, EA Tiburon","Simulation, Driving/Racing",NASCAR Thunder 2002,"PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts","Oct 2, 2001","Oct 16, 2001",8.2,7.8
203,EA Sports,"Driving/Racing, Simulation",F1 2001,"PC,PlayStation 2,Xbox","Electronic Arts, EA Sports, Electronic Arts Victor","Oct 1, 2001","Oct 15, 2001",8.0,8.0
204,Now Production,"2D, Platformer, Action",Klonoa: Empire of Dreams,Game Boy Advance,"Infogrames, Bandai Namco Games, Namco","Sep 11, 2001","Oct 15, 2001",8.0,8.3
205,"ToonTRAXX Studios, TopWare Interactive","3D, Adventure, Third-Person",Jack Orlando: A Cinematic Adventure,"Linux,Macintosh,PC","TopWare Interactive, JoWooD Entertainment AG, Frogster Interactive","Oct 14, 2001","Oct 15, 2001",6.8,7.1
206,"Ubisoft Montreal, Ubisoft","Adventure, Action",Batman: Vengeance,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox",Ubisoft,"Oct 15, 2001","Oct 15, 2001",7.4,6.8
207,Rival Interactive,"Real-Time, Strategy",Real War,PC,Simon & Schuster,"Sep 24, 2001","Oct 12, 2001",3.7,5.8
208,Konami,"2D, Platformer, Action",Castlevania Chronicles,"PlayStation,Sharp X68000","Konami, SCEA","Oct 8, 2001","Oct 12, 2001",6.1,7.2
